日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
2002-01-04,1316.46,1316.46,1316.46,1316.46,0,0
2002-01-07,1302.08,1302.08,1302.08,1302.08,0,0
2002-01-08,1292.71,1292.71,1292.71,1292.71,0,0
2002-01-09,1272.65,1272.65,1272.65,1272.65,0,0
2002-01-10,1281.26,1281.26,1281.26,1281.26,0,0
2002-01-11,1249.81,1249.81,1249.81,1249.81,0,0
2002-01-14,1205.15,1205.15,1205.15,1205.15,0,0
2002-01-15,1186.43,1186.43,1186.43,1186.43,0,0
2002-01-16,1201.88,1201.88,1201.88,1201.88,0,0
2002-01-17,1152.15,1152.15,1152.15,1152.15,0,0
2002-01-18,1149.48,1149.48,1149.48,1149.48,0,0
2002-01-21,1108.61,1108.61,1108.61,1108.61,0,0
2002-01-22,1109.99,1109.99,1109.99,1109.99,0,0
2002-01-23,1183.15,1183.15,1183.15,1183.15,0,0
2002-01-24,1189.58,1189.58,1189.58,1189.58,0,0
2002-01-25,1189.43,1189.43,1189.43,1189.43,0,0
2002-01-28,1112.84,1112.84,1112.84,1112.84,0,0
2002-01-29,1140.38,1140.38,1140.38,1140.38,0,0
2002-01-30,1145.86,1145.86,1145.86,1145.86,0,0
2002-01-31,1221.76,1221.76,1221.76,1221.76,0,0
2002-02-01,1215.74,1215.74,1215.74,1215.74,0,0
2002-02-04,1236.97,1236.97,1236.97,1236.97,0,0
2002-02-05,1246.84,1246.84,1246.84,1246.84,0,0
2002-02-06,1216.79,1216.79,1216.79,1216.79,0,0
2002-02-07,1241.02,1241.02,1241.02,1241.02,0,0
2002-02-08,1235.09,1235.09,1235.09,1235.09,0,0
2002-02-25,1254.61,1254.61,1254.61,1254.61,0,0
2002-02-26,1253.12,1253.12,1253.12,1253.12,0,0
2002-02-27,1256,1256,1256,1256,0,0
2002-02-28,1244.6,1244.6,1244.6,1244.6,0,0
2002-03-01,1227.23,1227.23,1227.23,1227.23,0,0
2002-03-04,1245.87,1245.87,1245.87,1245.87,0,0
2002-03-05,1275.61,1275.61,1275.61,1275.61,0,0
2002-03-06,1288.44,1288.44,1288.44,1288.44,0,0
2002-03-07,1328.39,1328.39,1328.39,1328.39,0,0
2002-03-08,1351.85,1351.85,1351.85,1351.85,0,0
2002-03-11,1377.04,1377.04,1377.04,1377.04,0,0
2002-03-12,1362.4,1362.4,1362.4,1362.4,0,0
2002-03-13,1343.14,1343.14,1343.14,1343.14,0,0
2002-03-14,1376.33,1376.33,1376.33,1376.33,0,0
2002-03-15,1338.7,1338.7,1338.7,1338.7,0,0
2002-03-18,1341.91,1341.91,1341.91,1341.91,0,0
2002-03-19,1368.38,1368.38,1368.38,1368.38,0,0
2002-03-20,1382.42,1382.42,1382.42,1382.42,0,0
2002-03-21,1385.79,1385.79,1385.79,1385.79,0,0
2002-03-22,1369.9,1369.9,1369.9,1369.9,0,0
2002-03-25,1373.01,1373.01,1373.01,1373.01,0,0
2002-03-26,1350.01,1350.01,1350.01,1350.01,0,0
2002-03-27,1354.1,1354.1,1354.1,1354.1,0,0
2002-03-28,1352.53,1352.53,1352.53,1352.53,0,0
2002-03-29,1313.47,1313.47,1313.47,1313.47,0,0
2002-04-01,1317.58,1317.58,1317.58,1317.58,0,0
2002-04-02,1296.57,1296.57,1296.57,1296.57,0,0
2002-04-03,1302.25,1302.25,1302.25,1302.25,0,0
2002-04-04,1337.73,1337.73,1337.73,1337.73,0,0
2002-04-05,1332.2,1332.2,1332.2,1332.2,0,0
2002-04-08,1333.71,1333.71,1333.71,1333.71,0,0
2002-04-09,1357.74,1357.74,1357.74,1357.74,0,0
2002-04-10,1366.72,1366.72,1366.72,1366.72,0,0
2002-04-11,1344.73,1344.73,1344.73,1344.73,0,0
2002-04-12,1350.69,1350.69,1350.69,1350.69,0,0
2002-04-15,1344.58,1344.58,1344.58,1344.58,0,0
2002-04-16,1341.5,1341.5,1341.5,1341.5,0,0
2002-04-17,1341.77,1341.77,1341.77,1341.77,0,0
2002-04-18,1326.55,1326.55,1326.55,1326.55,0,0
2002-04-19,1330.64,1330.64,1330.64,1330.64,0,0
2002-04-22,1324.87,1324.87,1324.87,1324.87,0,0
2002-04-23,1318.66,1318.66,1318.66,1318.66,0,0
2002-04-24,1309.73,1309.73,1309.73,1309.73,0,0
2002-04-25,1312.48,1312.48,1312.48,1312.48,0,0
2002-04-26,1331.71,1331.71,1331.71,1331.71,0,0
2002-04-29,1349.79,1349.79,1349.79,1349.79,0,0
2002-04-30,1353.61,1353.61,1353.61,1353.61,0,0
2002-05-08,1342.29,1342.29,1342.29,1342.29,0,0
2002-05-09,1344.78,1344.78,1344.78,1344.78,0,0
2002-05-10,1335.45,1335.45,1335.45,1335.45,0,0
2002-05-13,1319.81,1319.81,1319.81,1319.81,0,0
2002-05-14,1311.68,1311.68,1311.68,1311.68,0,0
2002-05-15,1300.12,1300.12,1300.12,1300.12,0,0
2002-05-16,1261.52,1261.52,1261.52,1261.52,0,0
2002-05-17,1277.24,1277.24,1277.24,1277.24,0,0
2002-05-20,1258.83,1258.83,1258.83,1258.83,0,0
2002-05-21,1298.88,1298.88,1298.88,1298.88,0,0
2002-05-22,1280.16,1280.16,1280.16,1280.16,0,0
2002-05-23,1284.84,1284.84,1284.84,1284.84,0,0
2002-05-24,1265.97,1265.97,1265.97,1265.97,0,0
2002-05-27,1270.34,1270.34,1270.34,1270.34,0,0
2002-05-28,1270.38,1270.38,1270.38,1270.38,0,0
2002-05-29,1246.02,1246.02,1246.02,1246.02,0,0
2002-05-30,1245.89,1245.89,1245.89,1245.89,0,0
2002-05-31,1238.58,1238.58,1238.58,1238.58,0,0
2002-06-03,1213.39,1213.39,1213.39,1213.39,0,0
2002-06-04,1219.52,1219.52,1219.52,1219.52,0,0
2002-06-05,1196.62,1196.62,1196.62,1196.62,0,0
2002-06-06,1245.61,1245.61,1245.61,1245.61,0,0
2002-06-07,1252.51,1252.51,1252.51,1252.51,0,0
2002-06-10,1243.74,1243.74,1243.74,1243.74,0,0
2002-06-11,1252.85,1252.85,1252.85,1252.85,0,0
2002-06-12,1246.84,1246.84,1246.84,1246.84,0,0
2002-06-13,1235.57,1235.57,1235.57,1235.57,0,0
2002-06-14,1222.12,1222.12,1222.12,1222.12,0,0
2002-06-17,1224.65,1224.65,1224.65,1224.65,0,0
2002-06-18,1248.84,1248.84,1248.84,1248.84,0,0
2002-06-19,1236.05,1236.05,1236.05,1236.05,0,0
2002-06-20,1245.08,1245.08,1245.08,1245.08,0,0
2002-06-21,1288.52,1288.52,1288.52,1288.52,0,0
2002-06-24,1409.51,1409.51,1409.51,1409.51,0,0
2002-06-25,1409.23,1409.23,1409.23,1409.23,0,0
2002-06-26,1417.31,1417.31,1417.31,1417.31,0,0
2002-06-27,1422.51,1422.51,1422.51,1422.51,0,0
2002-06-28,1431.18,1431.18,1431.18,1431.18,0,0
2002-07-01,1415.33,1415.33,1415.33,1415.33,0,0
2002-07-02,1425.81,1425.81,1425.81,1425.81,0,0
2002-07-03,1427.39,1427.39,1427.39,1427.39,0,0
2002-07-04,1412.62,1412.62,1412.62,1412.62,0,0
2002-07-05,1415.4,1415.4,1415.4,1415.4,0,0
2002-07-08,1423.7,1423.7,1423.7,1423.7,0,0
2002-07-09,1419.47,1419.47,1419.47,1419.47,0,0
2002-07-10,1392.9,1392.9,1392.9,1392.9,0,0
2002-07-11,1390.93,1390.93,1390.93,1390.93,0,0
2002-07-12,1389.45,1389.45,1389.45,1389.45,0,0
2002-07-15,1379.38,1379.38,1379.38,1379.38,0,0
2002-07-16,1382.41,1382.41,1382.41,1382.41,0,0
2002-07-17,1393.02,1393.02,1393.02,1393.02,0,0
2002-07-18,1397.41,1397.41,1397.41,1397.41,0,0
2002-07-19,1403.25,1403.25,1403.25,1403.25,0,0
2002-07-22,1380.28,1380.28,1380.28,1380.28,0,0
2002-07-23,1375.61,1375.61,1375.61,1375.61,0,0
2002-07-24,1372.89,1372.89,1372.89,1372.89,0,0
2002-07-25,1365,1365,1365,1365,0,0
2002-07-26,1361.41,1361.41,1361.41,1361.41,0,0
2002-07-29,1368.8,1368.8,1368.8,1368.8,0,0
2002-07-30,1371.91,1371.91,1371.91,1371.91,0,0
2002-07-31,1358.16,1358.16,1358.16,1358.16,0,0
2002-08-01,1355.3,1355.3,1355.3,1355.3,0,0
2002-08-02,1359.99,1359.99,1359.99,1359.99,0,0
2002-08-05,1353.48,1353.48,1353.48,1353.48,0,0
2002-08-06,1368.99,1368.99,1368.99,1368.99,0,0
2002-08-07,1366.8,1366.8,1366.8,1366.8,0,0
2002-08-08,1359.68,1359.68,1359.68,1359.68,0,0
2002-08-09,1350.31,1350.31,1350.31,1350.31,0,0
2002-08-12,1340.22,1340.22,1340.22,1340.22,0,0
2002-08-13,1342.36,1342.36,1342.36,1342.36,0,0
2002-08-14,1351.51,1351.51,1351.51,1351.51,0,0
2002-08-15,1340.97,1340.97,1340.97,1340.97,0,0
2002-08-16,1349.62,1349.62,1349.62,1349.62,0,0
2002-08-19,1347.16,1347.16,1347.16,1347.16,0,0
2002-08-20,1370.05,1370.05,1370.05,1370.05,0,0
2002-08-21,1370.96,1370.96,1370.96,1370.96,0,0
2002-08-22,1381.55,1381.55,1381.55,1381.55,0,0
2002-08-23,1379.42,1379.42,1379.42,1379.42,0,0
2002-08-26,1366.18,1366.18,1366.18,1366.18,0,0
2002-08-27,1369.76,1369.76,1369.76,1369.76,0,0
2002-08-28,1368.4,1368.4,1368.4,1368.4,0,0
2002-08-29,1362.67,1362.67,1362.67,1362.67,0,0
2002-08-30,1361.3,1361.3,1361.3,1361.3,0,0
2002-09-02,1362.15,1362.15,1362.15,1362.15,0,0
2002-09-03,1366.71,1366.71,1366.71,1366.71,0,0
2002-09-04,1358.78,1358.78,1358.78,1358.78,0,0
2002-09-05,1341.47,1341.47,1341.47,1341.47,0,0
2002-09-06,1334.34,1334.34,1334.34,1334.34,0,0
2002-09-09,1323.13,1323.13,1323.13,1323.13,0,0
2002-09-10,1324.21,1324.21,1324.21,1324.21,0,0
2002-09-11,1319.03,1319.03,1319.03,1319.03,0,0
2002-09-12,1322.23,1322.23,1322.23,1322.23,0,0
2002-09-13,1321.81,1321.81,1321.81,1321.81,0,0
2002-09-16,1302.62,1302.62,1302.62,1302.62,0,0
2002-09-17,1304.38,1304.38,1304.38,1304.38,0,0
2002-09-18,1295.56,1295.56,1295.56,1295.56,0,0
2002-09-19,1319.82,1319.82,1319.82,1319.82,0,0
2002-09-20,1305.75,1305.75,1305.75,1305.75,0,0
2002-09-23,1304.92,1304.92,1304.92,1304.92,0,0
2002-09-24,1299.19,1299.19,1299.19,1299.19,0,0
2002-09-25,1299.52,1299.52,1299.52,1299.52,0,0
2002-09-26,1291.38,1291.38,1291.38,1291.38,0,0
2002-09-27,1285.65,1285.65,1285.65,1285.65,0,0
2002-10-08,1272.94,1272.94,1272.94,1272.94,0,0
2002-10-09,1247.53,1247.53,1247.53,1247.53,0,0
2002-10-10,1241.55,1241.55,1241.55,1241.55,0,0
2002-10-11,1237.14,1237.14,1237.14,1237.14,0,0
2002-10-14,1243.74,1243.74,1243.74,1243.74,0,0
2002-10-15,1238.97,1238.97,1238.97,1238.97,0,0
2002-10-16,1247.72,1247.72,1247.72,1247.72,0,0
2002-10-17,1228.26,1228.26,1228.26,1228.26,0,0
2002-10-18,1233.67,1233.67,1233.67,1233.67,0,0
2002-10-21,1237.36,1237.36,1237.36,1237.36,0,0
2002-10-22,1254.74,1254.74,1254.74,1254.74,0,0
2002-10-23,1255.64,1255.64,1255.64,1255.64,0,0
2002-10-24,1244.56,1244.56,1244.56,1244.56,0,0
2002-10-25,1233.58,1233.58,1233.58,1233.58,0,0
2002-10-28,1219.43,1219.43,1219.43,1219.43,0,0
2002-10-29,1226.78,1226.78,1226.78,1226.78,0,0
2002-10-30,1225.94,1225.94,1225.94,1225.94,0,0
2002-10-31,1225.34,1225.34,1225.34,1225.34,0,0
2002-11-01,1227.85,1227.85,1227.85,1227.85,0,0
2002-11-04,1246.8,1246.8,1246.8,1246.8,0,0
2002-11-05,1265.73,1265.73,1265.73,1265.73,0,0
2002-11-06,1260.05,1260.05,1260.05,1260.05,0,0
2002-11-07,1259.87,1259.87,1259.87,1259.87,0,0
2002-11-08,1232.94,1232.94,1232.94,1232.94,0,0
2002-11-11,1218.36,1218.36,1218.36,1218.36,0,0
2002-11-12,1200.92,1200.92,1200.92,1200.92,0,0
2002-11-13,1206.42,1206.42,1206.42,1206.42,0,0
2002-11-14,1183.64,1183.64,1183.64,1183.64,0,0
2002-11-15,1186.92,1186.92,1186.92,1186.92,0,0
2002-11-18,1174.82,1174.82,1174.82,1174.82,0,0
2002-11-19,1182.64,1182.64,1182.64,1182.64,0,0
2002-11-20,1154.9,1154.9,1154.9,1154.9,0,0
2002-11-21,1125.38,1125.38,1125.38,1125.38,0,0
2002-11-22,1128.07,1128.07,1128.07,1128.07,0,0
2002-11-25,1133.17,1133.17,1133.17,1133.17,0,0
2002-11-26,1111.05,1111.05,1111.05,1111.05,0,0
2002-11-27,1118.96,1118.96,1118.96,1118.96,0,0
2002-11-28,1150.59,1150.59,1150.59,1150.59,0,0
2002-11-29,1164.62,1164.62,1164.62,1164.62,0,0
2002-12-02,1132.93,1132.93,1132.93,1132.93,0,0
2002-12-03,1144.63,1144.63,1144.63,1144.63,0,0
2002-12-04,1147.54,1147.54,1147.54,1147.54,0,0
2002-12-05,1139.75,1139.75,1139.75,1139.75,0,0
2002-12-06,1139.8,1139.8,1139.8,1139.8,0,0
2002-12-09,1136.25,1136.25,1136.25,1136.25,0,0
2002-12-10,1122.91,1122.91,1122.91,1122.91,0,0
2002-12-11,1117.44,1117.44,1117.44,1117.44,0,0
2002-12-12,1122.23,1122.23,1122.23,1122.23,0,0
2002-12-13,1132.08,1132.08,1132.08,1132.08,0,0
2002-12-16,1141.52,1141.52,1141.52,1141.52,0,0
2002-12-17,1148.6,1148.6,1148.6,1148.6,0,0
2002-12-18,1143.94,1143.94,1143.94,1143.94,0,0
2002-12-19,1145.07,1145.07,1145.07,1145.07,0,0
2002-12-20,1157.34,1157.34,1157.34,1157.34,0,0
2002-12-23,1159.43,1159.43,1159.43,1159.43,0,0
2002-12-24,1159.06,1159.06,1159.06,1159.06,0,0
2002-12-25,1151.16,1151.16,1151.16,1151.16,0,0
2002-12-26,1119.36,1119.36,1119.36,1119.36,0,0
2002-12-27,1120.28,1120.28,1120.28,1120.28,0,0
2002-12-30,1108.94,1108.94,1108.94,1108.94,0,0
2002-12-31,1103.64,1103.64,1103.64,1103.64,0,0
2003-01-02,1074.98,1074.98,1074.98,1074.98,0,0
2003-01-03,1073.52,1073.52,1073.52,1073.52,0,0
2003-01-06,1084.88,1084.88,1084.88,1084.88,0,0
2003-01-07,1081.62,1081.62,1081.62,1081.62,0,0
2003-01-08,1111.83,1111.83,1111.83,1111.83,0,0
2003-01-09,1132.17,1132.17,1132.17,1132.17,0,0
2003-01-10,1121.58,1121.58,1121.58,1121.58,0,0
2003-01-13,1124.33,1124.33,1124.33,1124.33,0,0
2003-01-14,1185.87,1185.87,1185.87,1185.87,0,0
2003-01-15,1177.97,1177.97,1177.97,1177.97,0,0
2003-01-16,1196.39,1196.39,1196.39,1196.39,0,0
2003-01-17,1190.9,1190.9,1190.9,1190.9,0,0
2003-01-20,1194.72,1194.72,1194.72,1194.72,0,0
2003-01-21,1172.13,1172.13,1172.13,1172.13,0,0
2003-01-22,1174.57,1174.57,1174.57,1174.57,0,0
2003-01-23,1167.64,1167.64,1167.64,1167.64,0,0
2003-01-24,1187.69,1187.69,1187.69,1187.69,0,0
2003-01-27,1203.32,1203.32,1203.32,1203.32,0,0
2003-01-28,1206.86,1206.86,1206.86,1206.86,0,0
2003-01-29,1207.6,1207.6,1207.6,1207.6,0,0
2003-02-10,1190.46,1190.46,1190.46,1190.46,0,0
2003-02-11,1201.29,1201.29,1201.29,1201.29,0,0
2003-02-12,1214.8,1214.8,1214.8,1214.8,0,0
2003-02-13,1208.84,1208.84,1208.84,1208.84,0,0
2003-02-14,1213.7,1213.7,1213.7,1213.7,0,0
2003-02-17,1204.7,1204.7,1204.7,1204.7,0,0
2003-02-18,1204.94,1204.94,1204.94,1204.94,0,0
2003-02-19,1216.58,1216.58,1216.58,1216.58,0,0
2003-02-20,1215.15,1215.15,1215.15,1215.15,0,0
2003-02-21,1191.63,1191.63,1191.63,1191.63,0,0
2003-02-24,1192.99,1192.99,1192.99,1192.99,0,0
2003-02-25,1214.85,1214.85,1214.85,1214.85,0,0
2003-02-26,1214.4,1214.4,1214.4,1214.4,0,0
2003-02-27,1215.46,1215.46,1215.46,1215.46,0,0
2003-02-28,1213.86,1213.86,1213.86,1213.86,0,0
2003-03-03,1223.41,1223.41,1223.41,1223.41,0,0
2003-03-04,1222.38,1222.38,1222.38,1222.38,0,0
2003-03-05,1217.89,1217.89,1217.89,1217.89,0,0
2003-03-06,1202.44,1202.44,1202.44,1202.44,0,0
2003-03-07,1198.74,1198.74,1198.74,1198.74,0,0
2003-03-10,1178.15,1178.15,1178.15,1178.15,0,0
2003-03-11,1177.8,1177.8,1177.8,1177.8,0,0
2003-03-12,1182.42,1182.42,1182.42,1182.42,0,0
2003-03-13,1175.16,1175.16,1175.16,1175.16,0,0
2003-03-14,1177.61,1177.61,1177.61,1177.61,0,0
2003-03-17,1179.23,1179.23,1179.23,1179.23,0,0
2003-03-18,1173.79,1173.79,1173.79,1173.79,0,0
2003-03-19,1180.23,1180.23,1180.23,1180.23,0,0
2003-03-20,1175.86,1175.86,1175.86,1175.86,0,0
2003-03-21,1185.42,1185.42,1185.42,1185.42,0,0
2003-03-24,1187.64,1187.64,1187.64,1187.64,0,0
2003-03-25,1176.1,1176.1,1176.1,1176.1,0,0
2003-03-26,1171.2,1171.2,1171.2,1171.2,0,0
2003-03-27,1201.37,1201.37,1201.37,1201.37,0,0
2003-03-28,1199.26,1199.26,1199.26,1199.26,0,0
2003-03-31,1215.17,1215.17,1215.17,1215.17,0,0
2003-04-01,1223.56,1223.56,1223.56,1223.56,0,0
2003-04-02,1222.97,1222.97,1222.97,1222.97,0,0
2003-04-03,1215.34,1215.34,1215.34,1215.34,0,0
2003-04-04,1223.56,1223.56,1223.56,1223.56,0,0
2003-04-07,1217.92,1217.92,1217.92,1217.92,0,0
2003-04-08,1221.57,1221.57,1221.57,1221.57,0,0
2003-04-09,1243.06,1243.06,1243.06,1243.06,0,0
2003-04-10,1255.24,1255.24,1255.24,1255.24,0,0
2003-04-11,1275,1275,1275,1275,0,0
2003-04-14,1306.51,1306.51,1306.51,1306.51,0,0
2003-04-15,1317.29,1317.29,1317.29,1317.29,0,0
2003-04-16,1304.1,1304.1,1304.1,1304.1,0,0
2003-04-17,1307.72,1307.72,1307.72,1307.72,0,0
2003-04-18,1300.41,1300.41,1300.41,1300.41,0,0
2003-04-21,1274.61,1274.61,1274.61,1274.61,0,0
2003-04-22,1274.69,1274.69,1274.69,1274.69,0,0
2003-04-23,1254.13,1254.13,1254.13,1254.13,0,0
2003-04-24,1218.69,1218.69,1218.69,1218.69,0,0
2003-04-25,1205.38,1205.38,1205.38,1205.38,0,0
2003-04-28,1250.68,1250.68,1250.68,1250.68,0,0
2003-04-29,1231.56,1231.56,1231.56,1231.56,0,0
2003-04-30,1239.95,1239.95,1239.95,1239.95,0,0
2003-05-12,1251.31,1251.31,1251.31,1251.31,0,0
2003-05-13,1216.43,1216.43,1216.43,1216.43,0,0
2003-05-14,1243.1,1243.1,1243.1,1243.1,0,0
2003-05-15,1273.37,1273.37,1273.37,1273.37,0,0
2003-05-16,1274.26,1274.26,1274.26,1274.26,0,0
2003-05-19,1275.86,1275.86,1275.86,1275.86,0,0
2003-05-20,1261.33,1261.33,1261.33,1261.33,0,0
2003-05-21,1259.02,1259.02,1259.02,1259.02,0,0
2003-05-22,1270.43,1270.43,1270.43,1270.43,0,0
2003-05-23,1283.67,1283.67,1283.67,1283.67,0,0
2003-05-26,1292.69,1292.69,1292.69,1292.69,0,0
2003-05-27,1293.68,1293.68,1293.68,1293.68,0,0
2003-05-28,1277.69,1277.69,1277.69,1277.69,0,0
2003-05-29,1294.77,1294.77,1294.77,1294.77,0,0
2003-05-30,1300.87,1300.87,1300.87,1300.87,0,0
2003-06-02,1300.49,1300.49,1300.49,1300.49,0,0
2003-06-03,1285.65,1285.65,1285.65,1285.65,0,0
2003-06-04,1296.44,1296.44,1296.44,1296.44,0,0
2003-06-05,1279.54,1279.54,1279.54,1279.54,0,0
2003-06-06,1262.06,1262.06,1262.06,1262.06,0,0
2003-06-09,1249.17,1249.17,1249.17,1249.17,0,0
2003-06-10,1255.93,1255.93,1255.93,1255.93,0,0
2003-06-11,1278.27,1278.27,1278.27,1278.27,0,0
2003-06-12,1273.51,1273.51,1273.51,1273.51,0,0
2003-06-13,1277.32,1277.32,1277.32,1277.32,0,0
2003-06-16,1273.56,1273.56,1273.56,1273.56,0,0
2003-06-17,1268.92,1268.92,1268.92,1268.92,0,0
2003-06-18,1266.72,1266.72,1266.72,1266.72,0,0
2003-06-19,1253.68,1253.68,1253.68,1253.68,0,0
2003-06-20,1244.66,1244.66,1244.66,1244.66,0,0
2003-06-23,1231.94,1231.94,1231.94,1231.94,0,0
2003-06-24,1235.12,1235.12,1235.12,1235.12,0,0
2003-06-25,1226.64,1226.64,1226.64,1226.64,0,0
2003-06-26,1238.48,1238.48,1238.48,1238.48,0,0
2003-06-27,1220.74,1220.74,1220.74,1220.74,0,0
2003-06-30,1214.55,1214.55,1214.55,1214.55,0,0
2003-07-01,1215.2,1215.2,1215.2,1215.2,0,0
2003-07-02,1227.95,1227.95,1227.95,1227.95,0,0
2003-07-03,1231.17,1231.17,1231.17,1231.17,0,0
2003-07-04,1229.98,1229.98,1229.98,1229.98,0,0
2003-07-07,1232.08,1232.08,1232.08,1232.08,0,0
2003-07-08,1239.85,1239.85,1239.85,1239.85,0,0
2003-07-09,1231.8,1231.8,1231.8,1231.8,0,0
2003-07-10,1257.81,1257.81,1257.81,1257.81,0,0
2003-07-11,1255.93,1255.93,1255.93,1255.93,0,0
2003-07-14,1251.09,1251.09,1251.09,1251.09,0,0
2003-07-15,1254.36,1254.36,1254.36,1254.36,0,0
2003-07-16,1259.9,1259.9,1259.9,1259.9,0,0
2003-07-17,1269.4,1269.4,1269.4,1269.4,0,0
2003-07-18,1241.57,1241.57,1241.57,1241.57,0,0
2003-07-21,1232.15,1232.15,1232.15,1232.15,0,0
2003-07-22,1235.3,1235.3,1235.3,1235.3,0,0
2003-07-23,1239.44,1239.44,1239.44,1239.44,0,0
2003-07-24,1231.02,1231.02,1231.02,1231.02,0,0
2003-07-25,1218.67,1218.67,1218.67,1218.67,0,0
2003-07-28,1213.15,1213.15,1213.15,1213.15,0,0
2003-07-29,1219.76,1219.76,1219.76,1219.76,0,0
2003-07-30,1221.76,1221.76,1221.76,1221.76,0,0
2003-07-31,1222.74,1222.74,1222.74,1222.74,0,0
2003-08-01,1226.24,1226.24,1226.24,1226.24,0,0
2003-08-04,1240.07,1240.07,1240.07,1240.07,0,0
2003-08-05,1239.05,1239.05,1239.05,1239.05,0,0
2003-08-06,1232.94,1232.94,1232.94,1232.94,0,0
2003-08-07,1232.97,1232.97,1232.97,1232.97,0,0
2003-08-08,1218.11,1218.11,1218.11,1218.11,0,0
2003-08-11,1222.2,1222.2,1222.2,1222.2,0,0
2003-08-12,1225.86,1225.86,1225.86,1225.86,0,0
2003-08-13,1210.56,1210.56,1210.56,1210.56,0,0
2003-08-14,1203.24,1203.24,1203.24,1203.24,0,0
2003-08-15,1201.32,1201.32,1201.32,1201.32,0,0
2003-08-18,1197.99,1197.99,1197.99,1197.99,0,0
2003-08-19,1201.66,1201.66,1201.66,1201.66,0,0
2003-08-20,1195.68,1195.68,1195.68,1195.68,0,0
2003-08-21,1194.63,1194.63,1194.63,1194.63,0,0
2003-08-22,1191.43,1191.43,1191.43,1191.43,0,0
2003-08-25,1177.3,1177.3,1177.3,1177.3,0,0
2003-08-26,1179.33,1179.33,1179.33,1179.33,0,0
2003-08-27,1178.4,1178.4,1178.4,1178.4,0,0
2003-08-28,1169.38,1169.38,1169.38,1169.38,0,0
2003-08-29,1178.57,1178.57,1178.57,1178.57,0,0
2003-09-01,1199.81,1199.81,1199.81,1199.81,0,0
2003-09-02,1197.3,1197.3,1197.3,1197.3,0,0
2003-09-03,1198.44,1198.44,1198.44,1198.44,0,0
2003-09-04,1196.5,1196.5,1196.5,1196.5,0,0
2003-09-05,1183.91,1183.91,1183.91,1183.91,0,0
2003-09-08,1177.83,1177.83,1177.83,1177.83,0,0
2003-09-09,1172.05,1172.05,1172.05,1172.05,0,0
2003-09-10,1176.04,1176.04,1176.04,1176.04,0,0
2003-09-11,1176.93,1176.93,1176.93,1176.93,0,0
2003-09-12,1164.18,1164.18,1164.18,1164.18,0,0
2003-09-15,1152.36,1152.36,1152.36,1152.36,0,0
2003-09-16,1159.72,1159.72,1159.72,1159.72,0,0
2003-09-17,1147.3,1147.3,1147.3,1147.3,0,0
2003-09-18,1148.08,1148.08,1148.08,1148.08,0,0
2003-09-19,1149.29,1149.29,1149.29,1149.29,0,0
2003-09-22,1141.14,1141.14,1141.14,1141.14,0,0
2003-09-23,1147.29,1147.29,1147.29,1147.29,0,0
2003-09-24,1150.49,1150.49,1150.49,1150.49,0,0
2003-09-25,1136.69,1136.69,1136.69,1136.69,0,0
2003-09-26,1131.3,1131.3,1131.3,1131.3,0,0
2003-09-29,1116.55,1116.55,1116.55,1116.55,0,0
2003-09-30,1127.14,1127.14,1127.14,1127.14,0,0
2003-10-08,1131.27,1131.27,1131.27,1131.27,0,0
2003-10-09,1128.77,1128.77,1128.77,1128.77,0,0
2003-10-10,1155.42,1155.42,1155.42,1155.42,0,0
2003-10-13,1151.78,1151.78,1151.78,1151.78,0,0
2003-10-14,1142.3,1142.3,1142.3,1142.3,0,0
2003-10-15,1139.02,1139.02,1139.02,1139.02,0,0
2003-10-16,1124.37,1124.37,1124.37,1124.37,0,0
2003-10-17,1128.1,1128.1,1128.1,1128.1,0,0
2003-10-20,1120.36,1120.36,1120.36,1120.36,0,0
2003-10-21,1124.54,1124.54,1124.54,1124.54,0,0
2003-10-22,1152.83,1152.83,1152.83,1152.83,0,0
2003-10-23,1143.71,1143.71,1143.71,1143.71,0,0
2003-10-24,1140.03,1140.03,1140.03,1140.03,0,0
2003-10-27,1130.46,1130.46,1130.46,1130.46,0,0
2003-10-28,1130.7,1130.7,1130.7,1130.7,0,0
2003-10-29,1123.22,1123.22,1123.22,1123.22,0,0
2003-10-30,1110.8,1110.8,1110.8,1110.8,0,0
2003-10-31,1111.62,1111.62,1111.62,1111.62,0,0
2003-11-03,1123.48,1123.48,1123.48,1123.48,0,0
2003-11-04,1145.17,1145.17,1145.17,1145.17,0,0
2003-11-05,1138.91,1138.91,1138.91,1138.91,0,0
2003-11-06,1118.92,1118.92,1118.92,1118.92,0,0
2003-11-07,1103.78,1103.78,1103.78,1103.78,0,0
2003-11-10,1108.03,1108.03,1108.03,1108.03,0,0
2003-11-11,1108.89,1108.89,1108.89,1108.89,0,0
2003-11-12,1089.31,1089.31,1089.31,1089.31,0,0
2003-11-13,1091.71,1091.71,1091.71,1091.71,0,0
2003-11-14,1100.02,1100.02,1100.02,1100.02,0,0
2003-11-17,1095.94,1095.94,1095.94,1095.94,0,0
2003-11-18,1081,1081,1081,1081,0,0
2003-11-19,1098.05,1098.05,1098.05,1098.05,0,0
2003-11-20,1129.13,1129.13,1129.13,1129.13,0,0
2003-11-21,1115.47,1115.47,1115.47,1115.47,0,0
2003-11-24,1147.59,1147.59,1147.59,1147.59,0,0
