dividendyield2,mkt_cap_ard,or_ttm,pcf_ocf_ttm,pe_ttm,profit_ttm,ps_ttm,date
1.4863,3.95906772048e+12,,10.5855,23.0021,,1.2695,2005-01-01
1.4863,3.95906772048e+12,,10.5855,23.0021,,1.2695,2005-01-02
1.4863,3.95906772048e+12,,10.5855,23.0021,,1.2695,2005-01-03
1.5154,3.88067628423e+12,,10.3767,22.4178,,1.2445,2005-01-04
1.5013,3.91439112623e+12,,10.4668,22.6125,,1.2554,2005-01-05
1.5166,3.87381885635e+12,,10.3584,22.3782,,1.2423,2005-01-06
1.5114,3.88724558848e+12,,10.3943,22.4557,,1.2467,2005-01-07
1.5104,3.88978343848e+12,,10.4002,22.5914,,1.2472,2005-01-08
1.5104,3.88978343848e+12,,10.4002,22.5914,,1.2472,2005-01-09
1.5003,3.91400795545e+12,,10.4675,22.582,,1.2553,2005-01-10
1.4952,3.92745193553e+12,,10.5035,22.6596,,1.2596,2005-01-11
1.4957,3.92652550031e+12,,10.5,22.6532,,1.2593,2005-01-12
1.4954,3.92714941064e+12,,10.5017,22.6568,,1.2595,2005-01-13
1.5081,3.89056677135e+12,,10.4039,22.4457,,1.2478,2005-01-14
1.5069,3.89336546324e+12,,10.4033,22.61,,1.2483,2005-01-15
1.5069,3.89336546324e+12,,10.4033,22.61,,1.2483,2005-01-16
1.5437,3.80047147706e+12,,10.1576,21.9249,,1.2188,2005-01-17
1.5308,3.83088222213e+12,,10.2363,22.0974,,1.2285,2005-01-18
1.5402,3.80792096613e+12,,10.1737,21.9605,,1.221,2005-01-19
1.5588,3.76194881889e+12,,10.0507,21.6787,,1.2062,2005-01-20
1.5223,3.85091795915e+12,,10.2884,22.1914,,1.2347,2005-01-21
1.5211,3.85371665104e+12,,10.2868,22.352,,1.2352,2005-01-22
1.5211,3.85371665104e+12,,10.2868,22.352,,1.2352,2005-01-23
1.4957,3.9202285149e+12,,10.4668,22.5866,,1.2567,2005-01-24
1.4975,3.9182540166e+12,,10.4542,22.5771,,1.256,2005-01-25
1.5113,3.88173251467e+12,,10.3544,22.348,,1.2442,2005-01-26
1.5328,3.82857424069e+12,,10.2116,22.0401,,1.2267,2005-01-27
1.5499,3.7865797425e+12,,10.0864,21.7928,,1.2128,2005-01-28
1.5486,3.78937843439e+12,,10.069,21.9193,,1.2128,2005-01-29
1.5486,3.78937843439e+12,,10.069,21.9193,,1.2128,2005-01-30
1.5809,3.71341873144e+12,,9.8673,21.323,,1.1887,2005-01-31
1.5855,3.70314874394e+12,,9.811,21.2399,,1.1839,2005-02-01
1.5051,3.90169529302e+12,,10.3512,22.3916,,1.247,2005-02-02
1.5164,3.87983588244e+12,,10.2111,22.1193,,1.2366,2005-02-03
1.4856,3.95922492197e+12,,10.3917,22.3726,,1.2576,2005-02-04
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-05
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-06
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-07
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-08
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-09
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-10
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-11
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-12
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-13
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-14
1.4843,3.96222419495e+12,,10.4009,22.4963,,1.2581,2005-02-15
1.4731,3.9938136801e+12,,10.4846,22.5559,,1.2684,2005-02-16
1.4751,3.98752075241e+12,,10.4677,22.5015,,1.2637,2005-02-17
1.4945,3.93569081107e+12,,10.3316,22.1957,,1.247,2005-02-18
1.4932,3.93869008404e+12,,10.3333,22.3136,,1.2475,2005-02-19
1.4932,3.93869008404e+12,,10.3333,22.3136,,1.2475,2005-02-20
1.4657,4.01369152117e+12,,10.5432,22.5886,,1.271,2005-02-21
1.4356,4.0966767698e+12,,10.7603,22.9648,,1.2963,2005-02-22
1.4329,4.10347000806e+12,,10.7715,22.9777,,1.2979,2005-02-23
1.4292,4.10652692162e+12,,10.9846,22.9662,,1.3003,2005-02-24
1.4269,4.11394694043e+12,,10.9836,23.014,,1.3021,2005-02-25
1.4258,4.1169462134e+12,,10.9763,23.1153,,1.3014,2005-02-26
1.4258,4.1169462134e+12,,10.9763,23.1153,,1.3014,2005-02-27
1.4322,4.10046711858e+12,,10.9472,22.8887,,1.2952,2005-02-28
1.435,4.09179956887e+12,,10.9086,22.7693,,1.2896,2005-03-01
1.4542,4.03838320413e+12,,10.7473,22.4318,,1.2725,2005-03-02
1.4475,4.06034886064e+12,,10.7754,22.5407,,1.2778,2005-03-03
1.4542,4.04171868739e+12,,10.698,22.3663,,1.2698,2005-03-04
1.4531,4.04471796037e+12,,10.6857,22.4528,,1.2702,2005-03-05
1.4531,4.04471796037e+12,,10.6857,22.4528,,1.2702,2005-03-06
1.4471,4.06210314056e+12,,10.7226,22.4396,,1.2758,2005-03-07
1.4196,4.14177009458e+12,,10.9401,22.8333,,1.2994,2005-03-08
1.4197,4.14114451005e+12,,10.9439,22.8222,,1.2986,2005-03-09
1.4542,4.04247604618e+12,,10.6539,22.2517,,1.2672,2005-03-10
1.449,4.05734650733e+12,,10.6706,22.3176,,1.2709,2005-03-11
1.4478,4.0603457803e+12,,10.6791,22.4327,,1.2709,2005-03-12
1.4478,4.0603457803e+12,,10.6791,22.4327,,1.2709,2005-03-13
1.4463,4.065795584e+12,,10.6959,22.3542,,1.2729,2005-03-14
1.472,3.99349239625e+12,,10.462,21.8784,,1.2488,2005-03-15
1.4875,3.95160676727e+12,,10.3335,21.6506,,1.2339,2005-03-16
1.5031,3.91097152469e+12,,10.2407,21.3622,,1.2162,2005-03-17
1.526,3.85310635792e+12,,10.0924,20.9787,,1.1964,2005-03-18
1.5236,3.85610563089e+12,,10.0701,21.0871,,1.1952,2005-03-19
1.5213,3.85610563089e+12,,10.0701,21.0871,,1.1952,2005-03-20
1.5185,3.86366484494e+12,,10.1214,21.0688,,1.198,2005-03-21
1.552,3.78642411859e+12,,9.798,20.6205,,1.1723,2005-03-22
1.5586,3.77048270991e+12,,9.785,20.5589,,1.1657,2005-03-23
1.5476,3.79135639792e+12,,9.8158,20.5533,,1.1701,2005-03-24
1.5467,3.78819423577e+12,,9.8363,20.5989,,1.1675,2005-03-25
1.5338,3.79093266686e+12,,9.8301,20.649,,1.167,2005-03-26
1.5338,3.79093266686e+12,,9.8301,20.649,,1.167,2005-03-27
1.5424,3.76973900523e+12,,9.7108,20.412,,1.1595,2005-03-28
1.5493,3.75453921936e+12,,9.4316,19.7938,,1.1313,2005-03-29
1.5819,3.67909471333e+12,,9.2386,19.3717,,1.1063,2005-03-30
1.5629,3.70937114183e+12,3.52155352057e+12,10.0961,19.4862,1.67743013834e+11,1.1151,2005-03-31
1.5094,3.84401866745e+12,,10.4253,20.2099,,1.1543,2005-04-01
1.5111,3.84736572258e+12,,10.4276,20.2845,,1.1548,2005-04-02
1.5084,3.84736572258e+12,,10.4276,20.2845,,1.1548,2005-04-03
1.5341,3.78413142847e+12,,10.2552,19.8758,,1.136,2005-04-04
1.5482,3.75354115026e+12,,10.1684,19.7305,,1.1265,2005-04-05
1.5192,3.82560700069e+12,,10.3782,20.1778,,1.1478,2005-04-06
1.5055,3.86102722088e+12,,10.4755,20.3669,,1.1582,2005-04-07
1.4807,3.93293802091e+12,,10.6644,20.6798,,1.1793,2005-04-08
1.4819,3.9356764955e+12,,10.6404,20.8272,,1.1786,2005-04-09
1.4773,3.9356764955e+12,,10.6404,20.8272,,1.1786,2005-04-10
1.4882,3.90741891696e+12,,10.5607,20.6186,,1.1703,2005-04-11
1.515,3.84275014412e+12,,10.2982,20.1673,,1.1471,2005-04-12
1.4859,3.93104039447e+12,,10.5869,20.7702,,1.1733,2005-04-13
1.4863,3.88371257015e+12,,10.4908,20.5506,,1.1543,2005-04-14
1.5111,3.82350935389e+12,,10.2254,20.2367,,1.1328,2005-04-15
1.5088,3.82624778498e+12,,10.2025,20.7739,,1.1321,2005-04-16
1.4947,3.82624778498e+12,,10.2025,20.7739,,1.1321,2005-04-17
1.517,3.76889070130e+12,,10.0529,20.4763,,1.1131,2005-04-18
1.5283,3.77140356635e+12,,10.2372,20.4135,,1.1109,2005-04-19
1.5506,3.71728881063e+12,,10.1473,20.2776,,1.0922,2005-04-20
1.5596,3.6770630557e+12,,10.005,20.0835,,1.0795,2005-04-21
1.5916,3.65516268808e+12,,9.9432,20.0121,,1.0708,2005-04-22
1.5825,3.65790111917e+12,,9.8961,20.0799,,1.0675,2005-04-23
1.5795,3.65790111917e+12,,9.8961,20.0799,,1.0675,2005-04-24
1.5996,3.61234403146e+12,,9.3451,19.8078,,1.0514,2005-04-25
1.5994,3.63940384273e+12,,9.4308,20.1304,,1.0548,2005-04-26
1.6267,3.58937066729e+12,,9.1255,19.916,,1.0385,2005-04-27
1.5971,3.65480101482e+12,,9.3415,20.4905,,1.0547,2005-04-28
1.6272,3.61538867167e+12,,9.057,20.5929,,1.027,2005-04-29
1.6389,3.61824123276e+12,,8.8936,21.0789,,1.0205,2005-04-30
1.6345,3.61824123276e+12,,8.8936,21.0789,,1.0205,2005-05-01
1.6345,3.61824123276e+12,,8.8936,21.0789,,1.0205,2005-05-02
1.6345,3.61824123276e+12,,8.8936,21.0789,,1.0205,2005-05-03
1.6345,3.61824123276e+12,,8.8936,21.0789,,1.0205,2005-05-04
1.6345,3.61824123276e+12,,8.8936,21.0789,,1.0205,2005-05-05
1.6345,3.61824123276e+12,,8.8936,21.0789,,1.0205,2005-05-06
1.6345,3.61824123276e+12,,8.8936,21.0789,,1.0205,2005-05-07
1.6345,3.61824123276e+12,,8.8936,21.0789,,1.0205,2005-05-08
1.6661,3.54668172635e+12,,8.7157,20.6291,,0.9995,2005-05-09
1.6699,3.55918289043e+12,,8.7453,20.6936,,1.0028,2005-05-10
1.6892,3.52045385909e+12,,8.6502,20.4684,,0.9919,2005-05-11
1.7128,3.4611495934e+12,,8.5044,20.1236,,0.9752,2005-05-12
1.7264,3.47241024353e+12,,8.5321,20.1054,,0.9784,2005-05-13
1.7242,3.47629398219e+12,,8.5409,20.2381,,0.9793,2005-05-14
1.72,3.47629398219e+12,,8.5409,20.2381,,0.9793,2005-05-15
1.7413,3.43398763758e+12,,8.4369,19.777,,0.9677,2005-05-16
1.7394,3.44908447851e+12,,8.474,19.8639,,0.972,2005-05-17
1.7382,3.45801262262e+12,,8.4945,19.7753,,0.9746,2005-05-18
1.7585,3.45811123503e+12,,8.4947,19.7759,,0.9746,2005-05-19
1.8035,3.44301215451e+12,,8.457,19.5529,,0.9707,2005-05-20
1.7918,3.4503067695e+12,,8.4765,20.1188,,0.9718,2005-05-21
1.7775,3.4503067695e+12,,8.4765,20.1188,,0.9718,2005-05-22
1.8293,3.35224613820e+12,,8.2337,19.0636,,0.945,2005-05-23
1.9285,3.37016669149e+12,,8.2777,19.1655,,0.95,2005-05-24
1.8948,3.36772394836e+12,,8.2717,19.1516,,0.9493,2005-05-25
1.9141,3.32730248227e+12,,8.172,18.9195,,0.9379,2005-05-26
1.9278,3.30260741514e+12,,8.1114,18.7791,,0.9309,2005-05-27
1.945,3.30990203013e+12,,8.1305,19.2919,,0.9322,2005-05-28
1.9334,3.30990203013e+12,,8.1305,19.2919,,0.9322,2005-05-29
1.9218,3.32939976322e+12,,8.1771,18.931,,0.9385,2005-05-30
1.9368,3.33081845352e+12,,8.1788,18.9298,,0.9385,2005-05-31
1.9612,3.25805438614e+12,,8.0002,18.5162,,0.918,2005-06-01
1.9652,3.1921565089e+12,,7.838,18.1073,,0.8995,2005-06-02
1.9634,3.18198444971e+12,,7.812,18.0463,,0.8965,2005-06-03
1.9855,3.18895922211e+12,,7.8308,18.5742,,0.8977,2005-06-04
1.9755,3.18895922211e+12,,7.8308,18.5742,,0.8977,2005-06-05
1.9386,3.25040481259e+12,,7.9795,18.4326,,0.9158,2005-06-06
2.136,3.24214882562e+12,,7.9579,18.3813,,0.9133,2005-06-07
1.8554,3.50698003558e+12,,8.608,19.8828,,0.9879,2005-06-08
1.8258,3.55111494413e+12,,8.7163,20.133,,1.0004,2005-06-09
1.8551,3.47417035498e+12,,8.5274,19.6968,,0.9787,2005-06-10
1.8378,3.48114512739e+12,,8.5464,20.269,,0.9798,2005-06-11
1.7829,3.48114512739e+12,,8.5464,20.269,,0.9798,2005-06-12
1.7877,3.47233492065e+12,,8.5229,19.6864,,0.9782,2005-06-13
2.0103,3.42743659113e+12,,8.4127,19.4318,,0.9655,2005-06-14
2.0283,3.35559311448e+12,,8.2364,19.0245,,0.9453,2005-06-15
2.0036,3.39327971186e+12,,8.3289,19.2382,,0.9559,2005-06-16
2.07,3.3845959947e+12,,8.3076,19.189,,0.9535,2005-06-17
2.0925,3.3915707671e+12,,8.3265,19.7475,,0.9546,2005-06-18
2.0429,3.3915707671e+12,,8.3265,19.7475,,0.9546,2005-06-19
1.99,3.48176619465e+12,,8.5461,19.7399,,0.9808,2005-06-20
2.0486,3.43863787945e+12,,8.4402,19.4953,,0.9687,2005-06-21
1.9271,3.44143758988e+12,,8.447,19.5178,,0.9695,2005-06-22
2.0554,3.41448439988e+12,,8.3808,19.365,,0.9619,2005-06-23
2.0931,3.43805250261e+12,,8.4387,19.4986,,0.9685,2005-06-24
2.115,3.44502727501e+12,,8.4576,20.0657,,0.9696,2005-06-25
2.089,3.44502727501e+12,,8.4576,20.0657,,0.9696,2005-06-26
2.049,3.51206191269e+12,,8.6203,19.9184,,0.9894,2005-06-27
2.0886,3.45731610949e+12,,8.486,19.6079,,0.9739,2005-06-28
2.123,3.44048832815e+12,,8.4447,19.5125,,0.9692,2005-06-29
2.1911,3.35681240054e+12,3.75978599502e+12,8.2411,19.0753,1.70144256079e+11,0.9456,2005-06-30
2.2734,3.26998633729e+12,,8.0279,18.5819,,0.9211,2005-07-01
2.2581,3.27740838761e+12,,8.0478,19.1279,,0.9224,2005-07-02
2.2538,3.27740838761e+12,,8.0478,19.1279,,0.9224,2005-07-03
2.2758,3.24563796821e+12,,7.9682,18.4435,,0.9143,2005-07-04
2.3016,3.21876311292e+12,,7.9022,18.2908,,0.9067,2005-07-05
2.3655,3.20176754627e+12,,7.8605,18.1942,,0.9019,2005-07-06
2.3439,3.2170609938e+12,,7.898,18.2811,,0.9062,2005-07-07
2.4159,3.14664006024e+12,,7.7243,17.8808,,0.8864,2005-07-08
2.412,3.15302753095e+12,,7.7417,18.3964,,0.8874,2005-07-09
2.3607,3.15302753095e+12,,7.7417,18.3964,,0.8874,2005-07-10
2.3826,3.12304683709e+12,,7.6664,17.7467,,0.8798,2005-07-11
2.3302,3.22814400154e+12,,7.9253,18.3338,,0.9093,2005-07-12
2.3217,3.20254178641e+12,,7.8624,18.1884,,0.9021,2005-07-13
2.3084,3.21016820642e+12,,7.8812,18.2317,,0.9043,2005-07-14
2.3497,3.16496672676e+12,,7.7693,17.9523,,0.8913,2005-07-15
2.3974,3.17135419746e+12,,7.7933,18.4892,,0.8922,2005-07-16
2.3877,3.17135419746e+12,,7.7933,18.4892,,0.8922,2005-07-17
2.4274,3.12022237757e+12,,7.6664,17.7177,,0.8785,2005-07-18
2.4487,3.12871877914e+12,,7.677,17.7534,,0.8808,2005-07-19
2.4394,3.15158708735e+12,,7.7366,17.8824,,0.8871,2005-07-20
2.4207,3.14985838171e+12,,7.7317,17.881,,0.8862,2005-07-21
2.371,3.2259956615e+12,,7.917,18.3061,,0.9074,2005-07-22
2.3652,3.23238313221e+12,,7.9274,18.8574,,0.9083,2005-07-23
2.3613,3.23238313221e+12,,7.9274,18.8574,,0.9083,2005-07-24
2.3708,3.21964634474e+12,,7.8949,18.2834,,0.9051,2005-07-25
2.3226,3.30323538288e+12,,8.0799,18.7323,,0.928,2005-07-26
2.276,3.36216740078e+12,,8.2173,19.0202,,0.9434,2005-07-27
2.3024,3.3549126101e+12,,8.1761,18.9639,,0.9403,2005-07-28
2.3145,3.34067052171e+12,,8.1545,18.8407,,0.9357,2005-07-29
2.3112,3.34735684632e+12,,8.1663,19.378,,0.9355,2005-07-30
2.3095,3.34735684632e+12,,8.1663,19.378,,0.9355,2005-07-31
2.3017,3.35871606093e+12,,8.1889,18.9097,,0.9392,2005-08-01
2.2786,3.40821534374e+12,,8.3248,19.2408,,0.9523,2005-08-02
2.2667,3.42631273988e+12,,8.3384,19.3501,,0.957,2005-08-03
2.2785,3.40798190304e+12,,8.2681,19.243,,0.9521,2005-08-04
2.2274,3.48800126911e+12,,8.4716,19.6836,,0.9737,2005-08-05
2.2309,3.49408005594e+12,,8.4995,20.2389,,0.9744,2005-08-06
2.2248,3.49408005594e+12,,8.4995,20.2389,,0.9744,2005-08-07
2.2084,3.52091653683e+12,,8.5672,19.8968,,0.9826,2005-08-08
2.1903,3.56245799083e+12,,8.6415,20.0775,,0.9927,2005-08-09
2.1696,3.60029802908e+12,,8.7126,20.248,,1.0004,2005-08-10
2.1367,3.66043743274e+12,,8.8571,20.5183,,1.0155,2005-08-11
2.1751,3.60648742787e+12,,8.6576,20.2162,,1.0,2005-08-12
2.2247,3.61256621470e+12,,8.6755,20.8186,,0.9989,2005-08-13
2.221,3.61256621470e+12,,8.6755,20.8186,,0.9989,2005-08-14
2.188,3.66576966386e+12,,8.7969,20.7465,,1.0139,2005-08-15
2.2363,3.63661057313e+12,,8.6915,20.4383,,1.0021,2005-08-16
2.2004,3.68034317358e+12,,8.7419,20.6738,,1.0128,2005-08-17
2.2867,3.53765555938e+12,,8.3518,19.8323,,0.9709,2005-08-18
2.2833,3.54085410221e+12,,8.1132,19.7806,,0.9699,2005-08-19
2.2862,3.54693288904e+12,,8.119,20.337,,0.9699,2005-08-20
2.2786,3.54693288904e+12,,8.119,20.337,,0.9699,2005-08-21
2.2708,3.55943684911e+12,,8.1588,19.9308,,0.974,2005-08-22
2.3041,3.52700648299e+12,,8.0686,19.7526,,0.9631,2005-08-23
2.2523,3.57669163959e+12,,8.2195,20.0212,,0.9766,2005-08-24
2.241,3.59635126535e+12,,8.2725,20.2328,,0.9813,2005-08-25
2.2411,3.59701099311e+12,,8.2697,20.4875,,0.9802,2005-08-26
2.2397,3.60308977994e+12,,8.2785,21.0975,,0.9812,2005-08-27
2.2389,3.60308977994e+12,,8.2785,21.0975,,0.9812,2005-08-28
2.2736,3.54591718475e+12,,8.1219,20.2336,,0.9525,2005-08-29
2.2893,3.51946363652e+12,,7.8086,20.199,,0.9422,2005-08-30
2.2557,3.57135113446e+12,,7.9372,20.4641,,0.9507,2005-08-31
2.2133,3.6410645454e+12,,8.0922,20.8635,,0.9693,2005-09-01
2.204,3.65557539795e+12,,8.1285,20.9463,,0.9731,2005-09-02
2.2001,3.66165418479e+12,,8.1408,21.4657,,0.974,2005-09-03
2.2001,3.66165418479e+12,,8.1408,21.4657,,0.974,2005-09-04
2.188,3.68217606136e+12,,8.1876,21.0987,,0.9802,2005-09-05
2.2306,3.6126788834e+12,,8.0331,20.7005,,0.9617,2005-09-06
2.1875,3.68258341359e+12,,8.1886,21.101,,0.9803,2005-09-07
2.1853,3.68436735101e+12,,8.1925,21.1112,,0.9808,2005-09-08
2.1956,3.66600950287e+12,,8.1517,21.0061,,0.9759,2005-09-09
2.2031,3.6720882897e+12,,8.164,21.5269,,0.9768,2005-09-10
2.2031,3.6720882897e+12,,8.164,21.5269,,0.9768,2005-09-11
2.2065,3.66402809495e+12,,8.1473,20.9947,,0.9754,2005-09-12
2.1694,3.72654594885e+12,,8.2863,21.3529,,0.992,2005-09-13
2.1514,3.75809281636e+12,,8.3565,21.5337,,1.0004,2005-09-14
2.1504,3.75999310622e+12,,8.3607,21.5446,,1.0009,2005-09-15
2.156,3.74932841007e+12,,8.337,21.4835,,0.9981,2005-09-16
2.1526,3.75528889472e+12,,8.3489,21.9545,,0.9989,2005-09-17
2.1526,3.75528889472e+12,,8.3489,21.9545,,0.9989,2005-09-18
2.1413,3.77459805975e+12,,8.3932,21.6283,,1.0048,2005-09-19
2.1564,3.74849273212e+12,,8.3351,21.4787,,0.9979,2005-09-20
2.1985,3.67450554067e+12,,8.1706,21.0547,,0.9782,2005-09-21
2.2563,3.58058084241e+12,,7.9617,20.5166,,0.9532,2005-09-22
2.2743,3.55137182438e+12,,7.8968,20.3492,,0.9454,2005-09-23
2.2722,3.55626560423e+12,,7.9025,20.6235,,0.9461,2005-09-24
2.2703,3.55626560423e+12,,7.9025,20.6235,,0.9461,2005-09-25
2.2662,3.56202064904e+12,,7.9205,20.4102,,0.9482,2005-09-26
2.3097,3.49338791166e+12,,7.7679,20.0169,,0.93,2005-09-27
2.3136,3.48726856702e+12,,7.7543,19.9819,,0.9283,2005-09-28
2.2686,3.55897414666e+12,,7.9137,20.3928,,0.9474,2005-09-29
2.2687,3.55976201008e+12,3.93977046529e+12,7.9154,20.3973,1.63031134067e+11,0.9476,2005-09-30
2.2657,3.56465578993e+12,,7.9211,20.6722,,0.9483,2005-10-01
2.2657,3.56465578993e+12,,7.9211,20.6722,,0.9483,2005-10-02
2.2657,3.56465578993e+12,,7.9211,20.6722,,0.9483,2005-10-03
2.2657,3.56465578993e+12,,7.9211,20.6722,,0.9483,2005-10-04
2.2657,3.56465578993e+12,,7.9211,20.6722,,0.9483,2005-10-05
2.2657,3.56465578993e+12,,7.9211,20.6722,,0.9483,2005-10-06
2.2657,3.56465578993e+12,,7.9211,20.6722,,0.9483,2005-10-07
2.2657,3.56465578993e+12,,7.9211,20.6722,,0.9483,2005-10-08
2.2657,3.56465578993e+12,,7.9211,20.6722,,0.9483,2005-10-09
2.3005,3.50929010798e+12,,7.8032,20.1141,,0.9342,2005-10-10
2.2687,3.56872898291e+12,,7.9328,20.4487,,0.9499,2005-10-11
2.2577,3.5849392906e+12,,7.9723,20.5313,,0.954,2005-10-12
2.271,3.55742974889e+12,,7.911,20.3732,,0.9466,2005-10-13
2.2948,3.51752063882e+12,,7.8217,20.142,,0.936,2005-10-14
2.2917,3.52245648446e+12,,7.8226,20.4578,,0.9365,2005-10-15
2.2912,3.52245648446e+12,,7.8226,20.4578,,0.9365,2005-10-16
2.3073,3.49590391892e+12,,7.7685,20.0641,,0.93,2005-10-17
2.2871,3.52981867631e+12,,7.8094,20.267,,0.938,2005-10-18
2.2993,3.50988297949e+12,,7.716,20.1188,,0.9317,2005-10-19
2.2988,3.51306928434e+12,,7.7375,20.1174,,0.9317,2005-10-20
2.2852,3.53212177703e+12,,7.7661,20.2163,,0.9351,2005-10-21
2.2745,3.53525913039e+12,,7.7311,20.5864,,0.9341,2005-10-22
2.2741,3.53525913039e+12,,7.7311,20.5864,,0.9341,2005-10-23
2.2798,3.52673767824e+12,,7.6944,20.2849,,0.9303,2005-10-24
2.3194,3.46610934043e+12,,7.584,19.939,,0.9124,2005-10-25
2.3611,3.37751829277e+12,,7.3411,19.4013,,0.8874,2005-10-26
2.3638,3.37435496202e+12,,7.3301,19.4811,,0.8834,2005-10-27
2.4079,3.31129407961e+12,,7.7602,19.2605,,0.8467,2005-10-28
2.4142,3.31443143298e+12,,7.8094,20.0857,,0.8443,2005-10-29
2.4137,3.31443143298e+12,,7.8094,20.0857,,0.8443,2005-10-30
2.3932,3.34503730395e+12,,7.7095,20.1507,,0.846,2005-10-31
2.4004,3.33631054538e+12,,7.6894,20.0981,,0.8438,2005-11-01
2.3684,3.38144407308e+12,,7.7934,20.37,,0.8552,2005-11-02
2.3908,3.35187922743e+12,,7.7253,20.1919,,0.8478,2005-11-03
2.3825,3.36292518259e+12,,7.7507,20.2584,,0.8506,2005-11-04
2.3881,3.36780717442e+12,,7.7565,20.5353,,0.8515,2005-11-05
2.3881,3.36780717442e+12,,7.7565,20.5353,,0.8515,2005-11-06
2.3899,3.3645362896e+12,,7.7544,20.2681,,0.851,2005-11-07
2.3736,3.38930877096e+12,,7.8115,20.4174,,0.8572,2005-11-08
2.3807,3.3805115304e+12,,7.7913,20.3644,,0.855,2005-11-09
2.4302,3.31294884214e+12,,7.6355,19.9574,,0.8379,2005-11-10
2.4256,3.31918771106e+12,,7.6499,19.995,,0.8395,2005-11-11
2.4231,3.32232506442e+12,,7.6517,20.2579,,0.84,2005-11-12
2.4231,3.32232506442e+12,,7.6517,20.2579,,0.84,2005-11-13
2.4288,3.31369504998e+12,,7.6373,19.9619,,0.8381,2005-11-14
2.4465,3.30548105845e+12,,7.6183,19.9124,,0.836,2005-11-15
2.4274,3.33013986352e+12,,7.6752,20.0609,,0.8423,2005-11-16
2.4286,3.32857188429e+12,,7.6715,20.0515,,0.8419,2005-11-17
2.3813,3.39507438557e+12,,7.8248,20.4552,,0.8586,2005-11-18
2.3776,3.39778254766e+12,,7.8255,20.718,,0.8591,2005-11-19
2.3771,3.39778254766e+12,,7.8255,20.718,,0.8591,2005-11-20
2.3787,3.39728952802e+12,,7.8299,20.4686,,0.8592,2005-11-21
2.4242,3.3323577913e+12,,7.6802,20.0773,,0.8428,2005-11-22
2.4091,3.3525861984e+12,,7.7268,20.1992,,0.8479,2005-11-23
2.3963,3.3700998292e+12,,7.7672,20.3047,,0.8523,2005-11-24
2.395,3.37213326302e+12,,7.7719,20.317,,0.8528,2005-11-25
2.3931,3.37469168484e+12,,7.7723,20.5772,,0.8532,2005-11-26
2.3931,3.37469168484e+12,,7.7723,20.5772,,0.8532,2005-11-27
2.4049,3.3590144562e+12,,7.7417,20.2379,,0.8495,2005-11-28
2.4344,3.31845489958e+12,,7.6482,19.9936,,0.8393,2005-11-29
2.4326,3.31958180656e+12,,7.6508,20.0004,,0.8395,2005-11-30
2.4356,3.31631869482e+12,,7.6433,19.9807,,0.8387,2005-12-01
2.45,3.29765404964e+12,,7.6002,19.8683,,0.834,2005-12-02
2.448,3.30021247147e+12,,7.6008,20.1231,,0.8344,2005-12-03
2.4477,3.30021247147e+12,,7.6008,20.1231,,0.8344,2005-12-04
2.4906,3.24495184401e+12,,7.4788,19.5507,,0.8207,2005-12-05
2.473,3.26876744037e+12,,7.5337,19.6942,,0.8267,2005-12-06
2.4479,3.3028509306e+12,,7.6122,19.8996,,0.8353,2005-12-07
2.4493,3.30166233964e+12,,7.6095,19.8924,,0.835,2005-12-08
2.4162,3.34560411947e+12,,7.7107,20.1571,,0.8461,2005-12-09
2.4109,3.34816254129e+12,,7.7112,20.4155,,0.8465,2005-12-10
2.4109,3.34816254129e+12,,7.7112,20.4155,,0.8465,2005-12-11
2.4063,3.3552227295e+12,,7.7329,20.2151,,0.8486,2005-12-12
2.4027,3.36103440729e+12,,7.7463,20.2501,,0.85,2005-12-13
2.3852,3.38460405361e+12,,7.8006,20.3921,,0.856,2005-12-14
2.3908,3.3773886346e+12,,7.784,20.3487,,0.8542,2005-12-15
2.3793,3.39228060747e+12,,7.8183,20.4384,,0.8579,2005-12-16
2.3774,3.3948390293e+12,,7.8187,20.7001,,0.8583,2005-12-17
2.3774,3.3948390293e+12,,7.8187,20.7001,,0.8583,2005-12-18
2.3729,3.40272153012e+12,,7.8424,20.5013,,0.8606,2005-12-19
2.3672,3.41201965994e+12,,7.8638,20.5573,,0.8629,2005-12-20
2.3821,3.39076525654e+12,,7.8148,20.4292,,0.8575,2005-12-21
2.3719,3.40509350882e+12,,7.8479,20.5156,,0.8612,2005-12-22
2.3519,3.43347801668e+12,,7.9133,20.6866,,0.8683,2005-12-23
2.3501,3.43603643851e+12,,7.9136,20.9513,,0.8687,2005-12-24
2.3501,3.43603643851e+12,,7.9136,20.9513,,0.8687,2005-12-25
