dividendyield2,mkt_cap_ard,or_ttm,pcf_ocf_ttm,pe_ttm,profit_ttm,ps_ttm,date
0.6932,1.25847349882e+13,,9.9684,46.4249,,2.3718,2007-01-27
0.6932,1.25847349882e+13,,9.9684,46.4249,,2.3718,2007-01-28
0.6784,1.28491487996e+13,,10.1817,46.7132,,2.4228,2007-01-29
0.6816,1.27834916404e+13,,10.1274,46.4556,,2.4094,2007-01-30
0.7181,1.21517652973e+13,,9.627,44.1336,,2.2895,2007-01-31
0.7173,1.21559788103e+13,,9.6304,44.1429,,2.2897,2007-02-01
0.7458,1.16785201206e+13,,9.2603,42.354,,2.1991,2007-02-02
0.7453,1.16850610464e+13,,9.2619,42.9996,,2.1993,2007-02-03
0.7453,1.16850610464e+13,,9.2619,42.9996,,2.1993,2007-02-04
0.7506,1.15578872073e+13,,8.5988,41.5314,,2.1724,2007-02-05
0.7339,1.18311718789e+13,,8.8006,42.2948,,2.2218,2007-02-06
0.7221,1.20143556754e+13,,8.9345,42.9392,,2.256,2007-02-07
0.7151,1.21145406352e+13,,9.0089,43.2878,,2.274,2007-02-08
0.7169,1.20824033498e+13,,8.9828,43.1103,,2.2675,2007-02-09
0.7165,1.20879370756e+13,,8.974,43.5134,,2.2666,2007-02-10
0.7151,1.20879370756e+13,,8.974,43.5134,,2.2666,2007-02-11
0.6952,1.24268604568e+13,,9.2169,44.0927,,2.3305,2007-02-12
0.6881,1.25441932272e+13,,9.3305,44.2458,,2.3484,2007-02-13
0.6707,1.2864451073e+13,,9.5654,45.329,,2.4076,2007-02-14
0.6487,1.32692285399e+13,,9.8585,46.6879,,2.4815,2007-02-15
0.646,1.33198980316e+13,,9.9101,46.8079,,2.4892,2007-02-16
0.6458,1.33254598021e+13,,9.9115,47.2605,,2.4891,2007-02-17
0.6443,1.33254598021e+13,,9.9115,47.2605,,2.4891,2007-02-18
0.6443,1.33254598021e+13,,9.9115,47.2605,,2.4891,2007-02-19
0.6443,1.33254598021e+13,,9.9115,47.2605,,2.4891,2007-02-20
0.6443,1.33254598021e+13,,9.9115,47.2605,,2.4891,2007-02-21
0.6443,1.33254598021e+13,,9.9115,47.2605,,2.4891,2007-02-22
0.6443,1.33254598021e+13,,9.9115,47.2605,,2.4891,2007-02-23
0.6443,1.33254598021e+13,,9.9115,47.2605,,2.4891,2007-02-24
0.6443,1.33254598021e+13,,9.9115,47.2605,,2.4891,2007-02-25
0.6343,1.35215787901e+13,,10.0602,47.5166,,2.5269,2007-02-26
0.6946,1.2352022097e+13,,9.186,43.3128,,2.3022,2007-02-27
0.6678,1.28547645881e+13,,9.5576,44.9732,,2.389,2007-02-28
0.6729,1.28319127009e+13,,9.3177,44.3664,,2.3514,2007-03-01
0.6643,1.29899855509e+13,,9.4329,44.8867,,2.3801,2007-03-02
0.6636,1.29955473213e+13,,9.4337,45.3089,,2.3794,2007-03-03
0.6636,1.29955473213e+13,,9.4337,45.3089,,2.3794,2007-03-04
0.6729,1.28005487492e+13,,9.294,44.2318,,2.3447,2007-03-05
0.6614,1.30371312035e+13,,9.4662,44.9896,,2.3864,2007-03-06
0.647,1.3300280257e+13,,9.6599,45.8756,,2.4339,2007-03-07
0.6393,1.34474993509e+13,,9.765,46.3222,,2.4587,2007-03-08
0.6382,1.34852810304e+13,,9.7947,46.3319,,2.4646,2007-03-09
0.638,1.34908428009e+13,,9.7953,46.6882,,2.4644,2007-03-10
0.638,1.34908428009e+13,,9.7953,46.6882,,2.4644,2007-03-11
0.6341,1.35670210525e+13,,9.8532,46.528,,2.4794,2007-03-12
0.632,1.36281412564e+13,,9.8892,46.7149,,2.4896,2007-03-13
0.6438,1.33933400613e+13,,9.4998,45.8935,,2.4489,2007-03-14
0.6333,1.36003795086e+13,,9.6478,46.5631,,2.4859,2007-03-15
0.6389,1.35020828916e+13,,9.4925,46.0525,,2.4671,2007-03-16
0.6387,1.35078039955e+13,,9.5017,46.328,,2.4644,2007-03-17
0.6387,1.35078039955e+13,,9.5017,46.328,,2.4644,2007-03-18
0.6232,1.38639934249e+13,,9.6657,47.0192,,2.5311,2007-03-19
0.6188,1.39567006816e+13,,9.7462,46.7576,,2.5398,2007-03-20
0.6139,1.40821193279e+13,,9.8365,47.1933,,2.5625,2007-03-21
0.6113,1.41422518996e+13,,9.8675,47.2438,,2.5741,2007-03-22
0.6094,1.41736105341e+13,,9.7946,44.9967,,2.5202,2007-03-23
0.6099,1.41817677546e+13,,9.7832,45.3793,,2.5199,2007-03-24
0.6094,1.41817677546e+13,,9.7832,45.3793,,2.5199,2007-03-25
0.5995,1.44051653956e+13,,9.942,45.6726,,2.56,2007-03-26
0.5962,1.44802859113e+13,,9.9833,45.8617,,2.5726,2007-03-27
0.5918,1.46148218036e+13,,10.6145,46.0006,,2.5887,2007-03-28
0.5881,1.47082263441e+13,,10.6834,46.2873,,2.6047,2007-03-29
0.5893,1.46609849648e+13,,10.6079,45.8621,,2.5811,2007-03-30
0.5888,1.4666270594e+13,5.54849031883e+12,10.6631,45.7823,3.31584493462e+11,2.5719,2007-03-31
0.584,1.4666270594e+13,,10.6631,45.7823,,2.5719,2007-04-01
0.5717,1.49775862199e+13,,10.8752,46.3196,,2.6239,2007-04-02
0.5651,1.51684461347e+13,,11.0199,46.8704,,2.655,2007-04-03
0.5634,1.51874909093e+13,,12.3969,45.2589,,2.6478,2007-04-04
0.5544,1.53267994959e+13,,12.5125,45.6734,,2.672,2007-04-05
0.5471,1.53777716475e+13,,12.5511,45.7612,,2.6802,2007-04-06
0.5473,1.53828730438e+13,,12.5264,46.0414,,2.6766,2007-04-07
0.5465,1.53828730438e+13,,12.5264,46.0414,,2.6766,2007-04-08
0.5347,1.57203064219e+13,,12.8045,46.7286,,2.7363,2007-04-09
0.5278,1.59380709588e+13,,12.8142,46.7134,,2.7394,2007-04-10
0.5205,1.61635696073e+13,,12.9838,47.1137,,2.7728,2007-04-11
0.5128,1.63535728188e+13,,13.0597,47.2575,,2.7991,2007-04-12
0.519,1.63153817078e+13,,13.0303,46.8655,,2.7909,2007-04-13
0.5181,1.6320483104e+13,,13.0221,47.0616,,2.7901,2007-04-14
0.5144,1.6320483104e+13,,13.0221,47.0616,,2.7901,2007-04-15
0.5028,1.66823773369e+13,,13.0207,46.3547,,2.8254,2007-04-16
0.5012,1.67807612033e+13,,12.8416,46.0531,,2.8364,2007-04-17
0.5008,1.68545016187e+13,,12.7473,45.2346,,2.837,2007-04-18
0.5245,1.60826960754e+13,,12.163,43.0396,,2.7017,2007-04-19
0.5034,1.67316127848e+13,,12.6958,44.7342,,2.8026,2007-04-20
0.5022,1.67367141811e+13,,12.7025,44.8915,,2.7993,2007-04-21
0.4993,1.67367141811e+13,,12.7025,44.8915,,2.7993,2007-04-22
0.4821,1.73174435984e+13,,13.1162,46.1973,,2.8934,2007-04-23
0.482,1.73579550673e+13,,13.1725,46.1522,,2.8943,2007-04-24
0.4803,1.74473097937e+13,,13.3965,45.9818,,2.9002,2007-04-25
0.4733,1.76481735175e+13,,13.6517,45.7476,,2.9129,2007-04-26
0.4704,1.79735577982e+13,,13.0946,44.4747,,2.9326,2007-04-27
0.4699,1.79786591945e+13,,13.0929,44.0923,,2.9043,2007-04-28
0.4668,1.79786591945e+13,,13.0929,44.0923,,2.9043,2007-04-29
0.457,1.84032676878e+13,,13.3891,44.2642,,2.9467,2007-04-30
0.4578,1.84076374177e+13,,13.3876,44.2813,,2.9465,2007-05-01
0.4578,1.84076374177e+13,,13.3876,44.2813,,2.9465,2007-05-02
0.4578,1.84076374177e+13,,13.3876,44.2813,,2.9465,2007-05-03
0.4578,1.84076374177e+13,,13.3876,44.2813,,2.9465,2007-05-04
0.4578,1.84076374177e+13,,13.3876,44.2813,,2.9465,2007-05-05
0.4578,1.84076374177e+13,,13.3876,44.2813,,2.9465,2007-05-06
0.4578,1.84076374177e+13,,13.3876,44.2813,,2.9465,2007-05-07
0.4443,1.89456607988e+13,,13.9361,46.5508,,3.0482,2007-05-08
0.4389,1.92587546191e+13,,14.1664,47.3201,,3.0985,2007-05-09
0.4363,1.94274728164e+13,,14.2905,47.7347,,3.1257,2007-05-10
0.4402,1.92938891159e+13,,14.1925,47.3976,,3.1044,2007-05-11
0.442,1.93000602191e+13,,14.0367,46.4282,,3.0894,2007-05-12
0.442,1.93000602191e+13,,14.0367,46.4282,,3.0894,2007-05-13
0.4395,1.94108559298e+13,,14.2786,47.6849,,3.1232,2007-05-14
0.4472,1.93910012680e+13,,12.7381,46.1983,,3.0985,2007-05-15
0.4329,1.9790186018e+13,,13.0,47.057,,3.1622,2007-05-16
0.4291,2.00984384551e+13,,13.2025,47.7899,,3.2115,2007-05-17
0.426,2.00440042977e+13,,13.1669,47.6343,,3.203,2007-05-18
0.4248,2.00553654562e+13,,13.0409,46.8122,,3.188,2007-05-19
0.4204,2.00553654562e+13,,13.0409,46.8122,,3.188,2007-05-20
0.4154,2.02686941886e+13,,13.3145,48.1131,,3.2393,2007-05-21
0.4261,2.04865377028e+13,,13.4576,48.6138,,3.2741,2007-05-22
0.4229,2.0818948074e+13,,13.676,49.2487,,3.3276,2007-05-23
0.428,2.07148849667e+13,,13.6076,48.9714,,3.311,2007-05-24
0.4256,2.08392700599e+13,,13.6886,49.016,,3.3321,2007-05-25
0.3949,2.08668030885e+13,,13.5687,48.6578,,3.3171,2007-05-26
0.3946,2.08668030885e+13,,13.5687,48.6578,,3.3171,2007-05-27
0.3868,2.12937397683e+13,,13.9871,50.0849,,3.4048,2007-05-28
0.3825,2.16593075218e+13,,14.2272,50.9448,,3.4632,2007-05-29
0.4416,2.02624257671e+13,,13.3095,47.6469,,3.2389,2007-05-30
0.438,2.05036994923e+13,,13.9796,48.1125,,3.2758,2007-05-31
0.45,1.99127241349e+13,,13.5767,46.7258,,3.1814,2007-06-01
0.4473,1.99401737607e+13,,13.4536,46.3169,,3.1674,2007-06-02
0.4422,1.99401737607e+13,,13.4536,46.3169,,3.1674,2007-06-03
0.4824,1.82713251626e+13,,12.458,42.879,,2.9192,2007-06-04
0.4944,1.87385055203e+13,,12.7765,43.9754,,2.9939,2007-06-05
0.4959,1.88362109701e+13,,12.8432,44.2046,,3.0095,2007-06-06
0.479,1.94072797801e+13,,13.2325,45.5448,,3.1007,2007-06-07
0.4666,1.95574046257e+13,,13.3349,45.8971,,3.1247,2007-06-08
0.4718,1.95858123972e+13,,13.2146,45.4938,,3.1111,2007-06-09
0.455,1.95858123972e+13,,13.2146,45.4938,,3.1111,2007-06-10
0.4459,1.99790329148e+13,,13.6224,46.8866,,3.1921,2007-06-11
0.4532,2.03619134286e+13,,13.8834,47.7852,,3.2532,2007-06-12
0.4401,2.08878048447e+13,,14.2418,49.0091,,3.3369,2007-06-13
0.4517,2.05979483142e+13,,14.0442,48.329,,3.2906,2007-06-14
0.4531,2.06681420322e+13,,14.092,48.4937,,3.3018,2007-06-15
0.4563,2.06952435819e+13,,13.9629,48.0608,,3.287,2007-06-16
0.4433,2.06952435819e+13,,13.9629,48.0608,,3.287,2007-06-17
0.4314,2.12749083997e+13,,14.5057,49.9173,,3.3987,2007-06-18
0.4959,2.13827692728e+13,,14.5793,50.1704,,3.416,2007-06-19
0.4797,2.09441764086e+13,,14.2802,49.1413,,3.3459,2007-06-20
0.4753,2.11617533218e+13,,14.4286,49.6518,,3.3807,2007-06-21
0.5183,2.04298879888e+13,,13.9296,47.9346,,3.2638,2007-06-22
0.5506,2.04569895385e+13,,13.8021,47.5075,,3.2492,2007-06-23
0.5197,2.04569895385e+13,,13.8021,47.5075,,3.2492,2007-06-24
0.5422,1.96565459422e+13,,13.4023,46.1201,,3.1402,2007-06-25
0.5469,1.99684713251e+13,,13.5966,46.718,,3.1717,2007-06-26
0.5425,2.05467645743e+13,,13.9904,48.0709,,3.2636,2007-06-27
0.5703,1.96904763502e+13,,13.4074,46.0676,,3.1275,2007-06-28
0.5812,1.92334008881e+13,,13.096,44.9833,,3.0549,2007-06-29
0.5787,1.9262436592e+13,6.71930901787e+12,12.9788,44.5921,5.3257648716e+11,3.0419,2007-06-30
0.5767,1.9262436592e+13,,12.9788,44.5921,,3.0419,2007-07-01
0.5757,1.92897207166e+13,,13.1344,45.1151,,3.0639,2007-07-02
0.5917,1.96235461546e+13,,13.3617,45.8958,,3.1169,2007-07-03
0.6452,1.92053755629e+13,,13.077,44.9178,,3.0505,2007-07-04
0.6962,1.81924028764e+13,,12.3857,42.5448,,2.8894,2007-07-05
0.6765,1.90281287693e+13,,12.9546,44.4992,,3.0221,2007-07-06
0.6759,1.90605007344e+13,,12.8446,44.118,,3.0098,2007-07-07
0.6736,1.90605007344e+13,,12.8446,44.118,,3.0098,2007-07-08
0.6562,1.95582478255e+13,,13.3175,45.7321,,3.1061,2007-07-09
0.6618,1.94969410338e+13,,13.2756,45.5727,,3.0967,2007-07-10
0.6631,1.95806210638e+13,,13.3326,45.764,,3.1099,2007-07-11
0.6572,1.98770781237e+13,,13.5253,46.2588,,3.1524,2007-07-12
0.6583,1.98542962115e+13,,13.5098,46.2058,,3.1487,2007-07-13
0.6616,1.98810310612e+13,,13.3882,45.7868,,3.1347,2007-07-14
0.648,1.98810310612e+13,,13.3882,45.7868,,3.1347,2007-07-15
0.6655,1.93934679622e+13,,13.1962,45.1118,,3.0752,2007-07-16
0.6596,1.97763666411e+13,,13.4593,45.9911,,3.1353,2007-07-17
0.653,1.99219510814e+13,,13.5582,46.3686,,3.158,2007-07-18
0.6521,1.99319666096e+13,,13.5431,46.243,,3.1579,2007-07-19
0.6338,2.06874019925e+13,,14.0506,47.922,,3.2752,2007-07-20
0.633,2.07141368426e+13,,13.9281,47.3874,,3.2591,2007-07-21
0.6283,2.07141368426e+13,,13.9281,47.3874,,3.2591,2007-07-22
0.6047,2.14938875394e+13,,14.6012,49.7222,,3.4008,2007-07-23
0.6049,2.14895358794e+13,,14.5745,49.6845,,3.3993,2007-07-24
0.5943,2.20835097099e+13,,14.9718,51.009,,3.4923,2007-07-25
0.5896,2.22114751433e+13,,14.7619,51.0308,,3.5088,2007-07-26
0.588,2.22466535046e+13,,14.7792,51.0685,,3.5131,2007-07-27
0.5874,2.22733883543e+13,,14.6417,50.5302,,3.4951,2007-07-28
0.587,2.22733883543e+13,,14.6417,50.5302,,3.4951,2007-07-29
0.5751,2.27331922304e+13,,15.1001,52.029,,3.5871,2007-07-30
0.5755,2.29015386695e+13,,15.2074,52.2543,,3.6046,2007-07-31
0.5966,2.20420392236e+13,,14.6385,50.2767,,3.4687,2007-08-01
0.5818,2.26419998954e+13,,15.0295,51.6341,,3.5625,2007-08-02
0.5632,2.34135665031e+13,,15.5512,53.359,,3.6827,2007-08-03
0.5633,2.34408367027e+13,,15.4098,52.8243,,3.6659,2007-08-04
0.5632,2.34408367027e+13,,15.4098,52.8243,,3.6659,2007-08-05
0.555,2.37729719541e+13,,15.7706,54.1559,,3.7388,2007-08-06
0.5537,2.38712987852e+13,,15.8022,54.3211,,3.7521,2007-08-07
0.5529,2.39189779495e+13,,15.8317,54.2356,,3.7561,2007-08-08
0.5425,2.43798444009e+13,,16.1447,55.1105,,3.8242,2007-08-09
0.5502,2.43095735188e+13,,16.0415,54.6546,,3.8051,2007-08-10
0.5505,2.43363083685e+13,,15.9165,54.0424,,3.7862,2007-08-11
0.5503,2.43363083685e+13,,15.9165,54.0424,,3.7862,2007-08-12
0.5451,2.46298042397e+13,,16.2683,55.1914,,3.8501,2007-08-13
0.5393,2.4907046403e+13,,16.4412,55.7162,,3.8908,2007-08-14
0.5396,2.48759329706e+13,,15.9614,55.0546,,3.8765,2007-08-15
0.5472,2.44282729588e+13,,15.4847,53.891,,3.8008,2007-08-16
0.5595,2.3908447412e+13,,15.2939,51.6665,,3.6884,2007-08-17
0.557,2.39358194436e+13,,15.2352,51.3813,,3.6673,2007-08-18
0.5559,2.39358194436e+13,,15.2352,51.3813,,3.6673,2007-08-19
0.5294,2.51431818701e+13,,15.7976,53.9543,,3.8681,2007-08-20
0.5242,2.54183877363e+13,,15.9173,53.5781,,3.8634,2007-08-21
0.5192,2.55893194842e+13,,15.8128,53.7639,,3.8841,2007-08-22
0.5143,2.58768977967e+13,,15.5352,54.1455,,3.9177,2007-08-23
0.5082,2.62596953843e+13,,15.2014,52.3101,,3.998,2007-08-24
0.5067,2.62864302339e+13,,15.0901,51.9044,,3.9828,2007-08-25
0.5067,2.62864302339e+13,,15.0901,51.9044,,3.9828,2007-08-26
0.5033,2.6503096071e+13,,15.2497,52.0676,,4.0117,2007-08-27
0.5001,2.67273513389e+13,,15.4818,50.5706,,3.9954,2007-08-28
0.509,2.62682676936e+13,,15.1701,49.3282,,3.908,2007-08-29
0.5019,2.65977013133e+13,,15.4198,49.6482,,3.9436,2007-08-30
0.4968,2.68760901478e+13,,15.5067,50.1136,,3.9841,2007-08-31
0.4959,2.69051816308e+13,,15.5148,50.5363,,3.9845,2007-09-01
0.4959,2.69051816308e+13,,15.5148,50.5363,,3.9845,2007-09-02
0.4867,2.73890643628e+13,,15.8027,51.0701,,4.0602,2007-09-03
0.4934,2.72438994786e+13,,15.7189,50.7994,,4.0386,2007-09-04
0.4914,2.73586463384e+13,,15.7851,51.0134,,4.0556,2007-09-05
0.4845,2.77558968284e+13,,16.0143,51.7541,,4.1145,2007-09-06
0.495,2.71644301883e+13,,15.6731,50.6513,,4.0269,2007-09-07
0.4944,2.7191165038e+13,,15.6797,51.0735,,4.0269,2007-09-08
0.4944,2.7191165038e+13,,15.6797,51.0735,,4.0269,2007-09-09
0.4878,2.75640313509e+13,,15.9036,51.3964,,4.0861,2007-09-10
0.5119,2.62879658177e+13,,15.1674,49.017,,3.8969,2007-09-11
0.5059,2.66094422295e+13,,15.3529,49.6164,,3.9446,2007-09-12
0.495,2.71704978396e+13,,15.6756,50.6553,,4.0273,2007-09-13
0.4906,2.7406165742e+13,,15.8116,51.0947,,4.0622,2007-09-14
0.4782,2.74329005916e+13,,15.8181,51.5201,,4.0622,2007-09-15
0.4782,2.74329005916e+13,,15.8181,51.5201,,4.0622,2007-09-16
0.4692,2.79605819926e+13,,16.1314,52.1283,,4.1444,2007-09-17
0.4692,2.79784394989e+13,,16.1417,52.1616,,4.147,2007-09-18
0.4697,2.79543309116e+13,,15.9366,51.8997,,4.139,2007-09-19
0.4772,2.83850288093e+13,,16.1821,52.6993,,4.2028,2007-09-20
0.4788,2.83210284431e+13,,16.1449,52.5626,,4.191,2007-09-21
0.4692,2.83477632928e+13,,16.1512,52.9968,,4.1909,2007-09-22
0.4691,2.83477632928e+13,,16.1512,52.9968,,4.1909,2007-09-23
0.4671,2.84752844041e+13,,16.2328,52.8489,,4.2138,2007-09-24
0.4687,3.02725998973e+13,,14.11,50.7785,,4.3638,2007-09-25
0.4761,2.98114705448e+13,,13.8951,50.005,,4.2973,2007-09-26
0.4692,3.03936942049e+13,,14.1664,50.9816,,4.3812,2007-09-27
0.4547,3.13528004779e+13,,14.6011,52.4911,,4.5152,2007-09-28
0.454,3.13795353276e+13,,14.6069,52.8821,,4.5148,2007-09-29
0.454,3.13795353276e+13,6.72794128344e+12,14.6069,52.8821,5.47217120399e+11,4.5148,2007-09-30
0.454,3.13795353276e+13,,14.6069,52.8821,,4.5148,2007-10-01
0.454,3.13795353276e+13,,14.6069,52.8821,,4.5148,2007-10-02
0.454,3.13795353276e+13,,14.6069,52.8821,,4.5148,2007-10-03
0.454,3.13795353276e+13,,14.6069,52.8821,,4.5148,2007-10-04
0.454,3.13795353276e+13,,14.6069,52.8821,,4.5148,2007-10-05
0.454,3.13795353276e+13,,14.6069,52.8821,,4.5148,2007-10-06
0.454,3.13795353276e+13,,14.6069,52.8821,,4.5148,2007-10-07
0.445,3.21682703628e+13,,14.9808,53.8564,,4.6327,2007-10-08
0.424,3.36920972351e+13,,15.4879,54.7421,,4.8016,2007-10-09
0.4195,3.40973856085e+13,,15.6746,55.3995,,4.8592,2007-10-10
0.4103,3.49862374977e+13,,16.0832,56.8058,,4.9844,2007-10-11
0.4094,3.50154872175e+13,,16.0973,56.8271,,4.9846,2007-10-12
0.409,3.50422220672e+13,,16.1013,57.2154,,4.9833,2007-10-13
0.4088,3.50422220672e+13,,16.1013,57.2154,,4.9833,2007-10-14
0.4026,3.55138471054e+13,,16.3253,57.6176,,5.0551,2007-10-15
0.3989,3.58855294948e+13,,16.4747,58.2169,,5.1078,2007-10-16
0.4026,3.55119263387e+13,,16.2505,57.4747,,5.0522,2007-10-17
0.4174,3.42511759587e+13,,15.6661,55.3999,,4.8687,2007-10-18
0.4176,3.42414884301e+13,,15.6842,55.3239,,4.8637,2007-10-19
0.4171,3.42707518916e+13,,15.7232,55.5841,,4.8605,2007-10-20
0.4171,3.42707518916e+13,,15.7232,55.5841,,4.8605,2007-10-21
0.4294,3.33053058019e+13,,15.2832,53.6244,,4.7222,2007-10-22
0.4224,3.39427524482e+13,,15.3061,54.1989,,4.8024,2007-10-23
0.4187,3.42653993479e+13,,15.4508,54.3971,,4.8318,2007-10-24
0.4453,3.27685173019e+13,,14.7701,51.7814,,4.6103,2007-10-25
0.4422,3.29608201141e+13,,14.8059,50.371,,4.5416,2007-10-26
0.4423,3.29873717968e+13,,14.691,50.4641,,4.5128,2007-10-27
0.4423,3.29873717968e+13,,14.691,50.4641,,4.5128,2007-10-28
0.4314,3.39008315733e+13,,15.1676,51.1801,,4.6222,2007-10-29
0.4201,3.4865668299e+13,,15.4231,52.2126,,4.6822,2007-10-30
0.4148,3.52707247541e+13,,14.9029,52.3123,,4.7181,2007-10-31
0.4189,3.50640265292e+13,,14.8149,51.9922,,4.6897,2007-11-01
0.4293,3.42543232546e+13,,14.4728,50.7935,,4.5816,2007-11-02
0.4286,3.42987786809e+13,,14.4894,51.1518,,4.5841,2007-11-03
0.4286,3.42987786809e+13,,14.4894,51.1518,,4.5841,2007-11-04
0.3449,4.14830191623e+13,,16.1271,51.1777,,5.0811,2007-11-05
0.3556,4.02426151264e+13,,15.6449,49.6455,,4.929,2007-11-06
0.3521,4.0719842056e+13,,15.8304,50.23,,4.987,2007-11-07
0.3702,3.8789244234e+13,,15.0799,47.846,,4.7504,2007-11-08
0.3715,3.87205155098e+13,,15.0532,47.7629,,4.7421,2007-11-09
0.3712,3.87470671926e+13,,15.0615,48.0239,,4.7421,2007-11-10
0.3712,3.87470671926e+13,,15.0615,48.0239,,4.7421,2007-11-11
0.3817,3.77349516794e+13,,14.67,46.5512,,4.6218,2007-11-12
0.3822,3.76065376742e+13,,14.6205,46.3817,,4.6053,2007-11-13
0.3648,3.94004916275e+13,,15.318,48.5923,,4.8248,2007-11-14
0.3695,3.89917195158e+13,,15.159,48.0892,,4.7749,2007-11-15
0.3704,3.88453266016e+13,,15.1019,47.8996,,4.7561,2007-11-16
0.3698,3.88718782843e+13,,15.1102,48.1612,,4.7561,2007-11-17
0.3698,3.88718782843e+13,,15.1102,48.1612,,4.7561,2007-11-18
0.3721,3.85733970277e+13,,14.9962,47.5638,,4.7227,2007-11-19
0.3695,3.88148287089e+13,,15.0886,47.8528,,4.7514,2007-11-20
0.3744,3.82721605433e+13,,14.8777,47.1824,,4.6849,2007-11-21
0.3918,3.65822051182e+13,,14.2192,45.0907,,4.4763,2007-11-22
0.3877,3.69748401267e+13,,14.3718,45.5734,,4.5242,2007-11-23
0.3873,3.70019670602e+13,,14.3804,45.8261,,4.5244,2007-11-24
0.3873,3.70019670602e+13,,14.3804,45.8261,,4.5244,2007-11-25
0.393,3.64629512844e+13,,14.1729,44.9418,,4.4615,2007-11-26
0.4006,3.58152853359e+13,,13.9211,44.1436,,4.3822,2007-11-27
0.4057,3.53543432653e+13,,13.742,43.5742,,4.3257,2007-11-28
0.3901,3.68416152577e+13,,14.3201,45.4081,,4.5078,2007-11-29
0.4001,3.59366205891e+13,,13.9683,44.2912,,4.3969,2007-11-30
0.3998,3.59630909106e+13,,13.9767,44.537,,4.3971,2007-12-01
0.3998,3.59630909106e+13,,13.9767,44.537,,4.3971,2007-12-02
0.3977,3.61529729842e+13,,14.0079,44.4647,,4.3384,2007-12-03
0.3939,3.64899021326e+13,,14.1385,44.8797,,4.3789,2007-12-04
0.3836,3.74503261887e+13,,14.5083,46.0489,,4.4932,2007-12-05
0.384,3.73751030006e+13,,14.4792,45.9555,,4.4841,2007-12-06
0.3793,3.7838886865e+13,,14.6569,46.5118,,4.5389,2007-12-07
0.3783,3.78715705965e+13,,14.6676,46.7753,,4.5398,2007-12-08
0.3783,3.78715705965e+13,,14.6676,46.7753,,4.5398,2007-12-09
0.3726,3.83828384543e+13,,14.8676,47.1788,,4.604,2007-12-10
0.3716,3.83997795976e+13,,14.8742,47.1994,,4.606,2007-12-11
0.3754,3.79907973974e+13,,14.7018,46.6538,,4.5397,2007-12-12
0.3865,3.69465591777e+13,,14.2977,45.3743,,4.4152,2007-12-13
0.3819,3.73381473306e+13,,14.4493,45.8548,,4.4619,2007-12-14
0.3816,3.73642130359e+13,,14.4576,46.1115,,4.4622,2007-12-15
0.3816,3.73642130359e+13,,14.4576,46.1115,,4.4622,2007-12-16
0.3911,3.63689464034e+13,,14.0742,44.6651,,4.3462,2007-12-17
0.3941,3.61391725107e+13,,13.985,44.3778,,4.3184,2007-12-18
0.3852,3.69661961768e+13,,14.3014,45.3718,,4.4156,2007-12-19
0.3775,3.76821563222e+13,,14.5784,46.2506,,4.5011,2007-12-20
0.3724,3.81831758506e+13,,14.7717,46.8567,,4.5603,2007-12-21
0.3721,3.8209241556e+13,,14.78,47.118,,4.5605,2007-12-22
0.3721,3.8209241556e+13,,14.78,47.118,,4.5605,2007-12-23
0.3635,3.90944142156e+13,,15.1242,47.9748,,4.6691,2007-12-24
0.3607,3.92352096286e+13,,15.0187,48.0889,,4.654,2007-12-25
0.3567,3.95327050827e+13,,15.1367,48.466,,4.6909,2007-12-26
0.3503,4.02147263491e+13,,15.3979,49.3021,,4.7718,2007-12-27
0.3525,3.99406531068e+13,,15.2893,48.9585,,4.7391,2007-12-28
0.3521,3.9985492948e+13,,15.3047,49.253,,4.7414,2007-12-29
0.3521,3.9985492948e+13,,15.3047,49.253,,4.7414,2007-12-30
0.3521,3.9985492948e+13,9.14800510841e+12,15.3047,49.253,9.31685113136e+11,4.7414,2007-12-31
0.3521,3.9985492948e+13,,15.3047,49.253,,4.7414,2008-01-01
0.3508,4.0081546041e+13,,15.3433,49.1322,,4.7559,2008-01-02
0.3473,4.04123764733e+13,,15.4699,49.4958,,4.7865,2008-01-03
0.3442,4.07627790168e+13,,15.6041,49.9249,,4.828,2008-01-04
0.3439,4.07888447221e+13,,15.6121,50.2007,,4.828,2008-01-05
0.3439,4.07888447221e+13,,15.6121,50.2007,,4.828,2008-01-06
0.3417,4.09911465585e+13,,15.6915,50.1733,,4.8542,2008-01-07
0.3429,4.09461809389e+13,,15.6743,50.1418,,4.8489,2008-01-08
0.339,4.13640132512e+13,,15.8342,50.6379,,4.8975,2008-01-09
0.3373,4.15554918237e+13,,15.9075,50.8352,,4.9197,2008-01-10
0.336,4.1779842137e+13,,15.9934,51.1088,,4.9461,2008-01-11
0.3357,4.18059078423e+13,,16.0014,51.3912,,4.9459,2008-01-12
0.3357,4.18059078423e+13,,16.0014,51.3912,,4.9459,2008-01-13
0.3346,4.1909152258e+13,,16.0429,51.2684,,4.9615,2008-01-14
0.3368,4.15680679768e+13,,15.9123,50.8443,,4.9202,2008-01-15
0.3461,4.04389440571e+13,,15.4781,49.4397,,4.7817,2008-01-16
0.3553,3.93767914458e+13,,15.0715,48.1382,,4.6557,2008-01-17
0.3528,3.96432168173e+13,,15.1735,48.4531,,4.6865,2008-01-18
0.3524,3.96836868114e+13,,15.1872,48.7389,,4.6883,2008-01-19
