symbol,name,AU01.SHF,AG01.SHF,CU01.SHF,SPTAUUSDOZ.IDC,881001.WI
600311.SH,荣华实业,0.623451966361,0.636888760004,0.407970877756,0.488868636728,1.07241813267
600330.SH,天通股份,-0.119298420412,0.049986304942,0.20225320337,0.140244944574,1.13651430277
600331.SH,宏达股份,-0.0981127185161,0.264571734398,0.469630472769,-0.0573485576722,1.20059348368
600338.SH,西藏珠峰,-0.0135078645588,0.345176959246,0.625556468064,0.1269767684,0.953896118498
600362.SH,江西铜业,0.099577225961,0.34574227936,1.01285008732,-0.0217112782124,1.06191479394
600366.SH,宁波韵升,-0.0784523325083,0.14689966969,0.364591102028,-0.0785034944514,0.771257266896
600385.SH,山东金泰,0.0304359256822,0.354530000647,0.267211365036,0.0811060231498,1.01560314133
600390.SH,*ST金瑞,0.072818970706,0.167835180056,0.295305997006,-0.0568908178473,0.964511056707
600392.SH,盛和资源,0.00525409502206,0.0679666115801,0.063360087723,-0.100232356837,0.722686182458
600432.SH,*ST吉恩,-0.143060946658,0.0910962357725,0.200671777222,0.0293514012038,0.875764469485
600456.SH,宝钛股份,0.130105835662,0.373608089554,0.604077777504,0.045545170231,1.15570804422
600459.SH,贵研铂业,0.190811008939,0.448233489063,0.653238099414,-0.0994653498092,1.23378106676
600489.SH,中金黄金,1.34277933339,0.973055837994,0.31768828743,0.82682084099,0.81371349064
600490.SH,鹏欣资源,-0.141699272269,0.0807104112919,0.403976418726,0.185588357544,0.720933592923
600497.SH,驰宏锌锗,0.227506372739,0.332971788312,0.756934173345,0.0659460402215,1.1186904385
600531.SH,豫光金铅,0.663676866867,0.710328288556,0.435715403698,0.719836785396,0.864971912103
600547.SH,山东黄金,1.69415648553,1.16904441479,0.34918747984,1.02253478158,0.722231810277
600549.SH,厦门钨业,0.0509550202355,0.38089855142,0.584858511151,0.210540987045,1.08361069144
600595.SH,中孚实业,-0.118964820371,0.155133572713,0.673272350604,0.0122404375315,0.809818072968
600615.SH,丰华股份,-0.161463015514,0.1402706916,0.41778361818,0.0514480122021,1.1806346371
600673.SH,东阳光科,-0.159743860425,0.116606440916,0.415533469834,0.110329854327,1.03112800049
600687.SH,刚泰控股,-0.211525536113,0.128150191935,0.0352426482905,0.101568652298,0.78276116631
600711.SH,盛屯矿业,0.264620393003,0.483024803098,0.674010786317,0.0491772378668,1.23887337659
600766.SH,园城黄金,0.476677473299,0.519653336569,0.312964894425,0.36486821123,0.942431356242
600768.SH,宁波富邦,-0.160981286991,0.0996996270978,0.15615893359,-0.0475345525192,1.07173378211
600888.SH,新疆众和,-0.125996038932,0.210661992813,0.563577719409,7.70069873341e-05,1.27551953599
600961.SH,株冶集团,-0.101850763989,0.27394391243,0.611200839532,-0.0302093063524,1.13323752051
600980.SH,北矿科技,-0.116107729687,0.273476024934,0.492060923011,-0.132356857682,1.14971864875
600988.SH,赤峰黄金,1.15231538387,0.880599763175,0.0676270534609,0.661582723506,0.703073452112
601020.SH,华钰矿业,0.651270531695,0.437290696651,0.244268416077,0.250536805457,1.51017721201
601069.SH,西部黄金,1.49271926738,1.00999850682,0.368224516626,0.72531261855,0.828519854754
601137.SH,博威合金,0.141018498447,0.426698450428,0.423225638431,0.127321190847,0.875570826707
601168.SH,西部矿业,0.0186156607931,0.150339998164,0.529274820167,-0.0519113361637,0.981425635965
601388.SH,怡球资源,-0.341934749998,-0.147239337804,0.0766074276665,-0.353003683992,0.461072770891
601600.SH,中国铝业,0.00187294488856,0.27588196928,0.624153231681,-0.051488719428,1.04415448302
601677.SH,明泰铝业,-0.118623012387,0.219192439478,0.445126355274,0.0182656911226,1.13141571105
601899.SH,紫金矿业,0.764583382048,0.650678957624,0.374893163736,0.402874909014,0.758468042508
601958.SH,金钼股份,-0.0304230506976,0.277194854967,0.604828837628,-0.0843062483004,1.15031078886
603399.SH,新华龙,-0.122276749648,0.089727064716,0.434016931876,0.00238849923971,1.12406612178
603799.SH,华友钴业,0.351304235308,0.508804901496,0.700470856332,0.0526091930357,1.11198792866
603979.SH,金诚信,-0.309371136673,0.169493089851,0.580908125474,-0.28271474518,0.950015745838
603993.SH,洛阳钼业,-0.159199057271,0.144871646569,0.709759578842,-0.000532555976654,1.16933360096
