amt,close,high,low,open,date
0.0,1643.532,,,,2008-04-15
0.0,1661.002,,,,2008-04-16
0.0,1658.393,,,,2008-04-17
0.0,1680.146,,,,2008-04-18
0.0,1686.644,,,,2008-04-21
0.0,1708.265,,,,2008-04-22
0.0,1715.416,,,,2008-04-23
,1715.416,,,,2008-04-24
,1715.416,,,,2008-04-25
,1715.416,,,,2008-04-28
,1715.416,,,,2008-04-29
,1715.416,,,,2008-04-30
,1715.416,,,,2008-05-05
,1715.416,,,,2008-05-06
,1715.416,,,,2008-05-07
,1715.416,,,,2008-05-08
,1715.416,,,,2008-05-09
,1715.416,,,,2008-05-12
,1715.416,,,,2008-05-13
,1715.416,,,,2008-05-14
,1715.416,,,,2008-05-15
,1715.416,,,,2008-05-16
,1715.416,,,,2008-05-19
,1715.416,,,,2008-05-20
,1715.416,,,,2008-05-21
0.0,1933.114,,,,2008-05-22
0.0,1949.177,,,,2008-05-23
,1949.177,,,,2008-05-26
0.0,1898.725,,,,2008-05-27
0.0,1934.749,,,,2008-05-28
0.0,1876.745,,,,2008-05-29
0.0,1889.558,,,,2008-05-30
0.0,1899.022,,,,2008-06-02
0.0,1851.055,,,,2008-06-03
0.0,1813.583,,,,2008-06-04
0.0,1894.43,,,,2008-06-05
0.0,2043.619,,,,2008-06-06
0.0,1950.955,,,,2008-06-10
0.0,2019.249,,,,2008-06-11
0.0,2032.894,,,,2008-06-12
0.0,2002.347,,,,2008-06-13
0.0,2000.593,,,,2008-06-16
0.0,1984.641,,,,2008-06-17
0.0,2022.49,,,,2008-06-18
0.0,1956.123,,,,2008-06-19
0.0,1996.186,,,,2008-06-20
0.0,2014.369,,,,2008-06-23
0.0,2020.519,,,,2008-06-24
0.0,1990.689,,,,2008-06-25
0.0,2068.361,,,,2008-06-26
0.0,2078.201,,,,2008-06-27
0.0,2073.951,,,,2008-06-30
0.0,2086.746,,,,2008-07-01
0.0,2136.274,,,,2008-07-02
0.0,2162.794,,,,2008-07-03
,2162.794,,,,2008-07-04
0.0,2105.116,,,,2008-07-07
0.0,2026.87,,,,2008-07-08
0.0,2028.538,,,,2008-07-09
0.0,2108.383,,,,2008-07-10
0.0,2149.115,,,,2008-07-11
0.0,2146.276,,,,2008-07-14
0.0,2065.375,,,,2008-07-15
0.0,2008.092,,,,2008-07-16
0.0,1938.33,,,,2008-07-17
0.0,1924.182,,,,2008-07-18
0.0,1959.666,,,,2008-07-21
0.0,1915.715,,,,2008-07-22
0.0,1855.173,,,,2008-07-23
0.0,1871.986,,,,2008-07-24
0.0,1842.705,,,,2008-07-25
0.0,1861.732,,,,2008-07-28
0.0,1817.626,,,,2008-07-29
0.0,1881.143,,,,2008-07-30
0.0,1837.18,,,,2008-07-31
0.0,1843.287,,,,2008-08-01
0.0,1792.292,,,,2008-08-04
0.0,1749.197,,,,2008-08-05
