amt,close,high,low,open,date
8.26771832512e+11,3654.6299,3672.2215,3572.5686,3595.1575,2015-01-05
8.19208779365e+11,3680.1953,3688.3084,3605.1603,3627.6158,2015-01-06
6.64679203718e+11,3683.243,3694.6701,3645.4142,3665.8584,2015-01-07
6.20777745634e+11,3627.0515,3692.1095,3614.6056,3685.6769,2015-01-08
6.83823071672e+11,3609.9161,3715.4633,3606.9303,3615.6982,2015-01-09
5.56782024888e+11,3567.8895,3607.3529,3531.01,3593.8504,2015-01-12
4.5950923746e+11,3592.8609,3606.6483,3563.776,3563.776,2015-01-13
4.36577279147e+11,3579.5579,3614.5034,3553.9687,3597.7564,2015-01-14
4.93149379003e+11,3655.1497,3655.1497,3571.0203,3578.9692,2015-01-15
5.91990759917e+11,3695.2903,3709.7949,3658.1842,3664.6661,2015-01-16
6.63613364587e+11,3473.0615,3600.7159,3440.1102,3523.2846,2015-01-19
6.67389558425e+11,3557.0899,3557.1059,3468.1339,3468.1339,2015-01-20
7.66985746208e+11,3689.6525,3694.2108,3574.0794,3577.0809,2015-01-21
6.78243718349e+11,3728.6869,3733.0924,3677.2957,3693.1535,2015-01-22
6.79246477227e+11,3715.779,3763.3859,3696.331,3740.6004,2015-01-23
6.16498533643e+11,3774.7591,3775.3731,3716.9275,3722.392,2015-01-26
7.012881136e+11,3765.2033,3788.5467,3697.7498,3781.6785,2015-01-27
5.82419955902e+11,3727.6734,3776.5378,3716.0005,3745.0273,2015-01-28
5.06519000135e+11,3691.8513,3714.5375,3667.558,3685.385,2015-01-29
4.89283685953e+11,3643.7429,3719.4536,3643.7053,3703.2033,2015-01-30
4.48426461761e+11,3590.2271,3631.764,3569.1219,3581.9938,2015-02-02
4.95973289777e+11,3671.0827,3672.1401,3605.2641,3615.2295,2015-02-03
5.14379029193e+11,3646.7561,3704.1044,3645.3309,3679.9402,2015-02-04
6.10971090717e+11,3621.22,3704.1749,3621.22,3688.767,2015-02-05
4.83884386034e+11,3551.7317,3618.6694,3529.9943,3608.0929,2015-02-06
4.20254794925e+11,3558.7899,3583.4076,3536.133,3542.9476,2015-02-09
3.85886600255e+11,3616.748,3616.7496,3552.5808,3556.3195,2015-02-10
3.98262067498e+11,3655.3307,3661.6663,3623.5089,3624.2378,2015-02-11
4.24003420427e+11,3676.1756,3683.0031,3642.1007,3657.8902,2015-02-12
5.4428144442e+11,3723.4267,3749.4661,3694.0247,3694.0247,2015-02-13
5.2526138629e+11,3777.7856,3778.6914,3730.4256,3730.4256,2015-02-16
4.97651461508e+11,3806.6345,3814.1639,3791.4657,3791.4657,2015-02-17
5.03267596571e+11,3778.5016,3816.0259,3764.9029,3816.0259,2015-02-25
5.80283085144e+11,3845.9309,3847.1918,3765.7702,3774.3565,2015-02-26
6.0522512195e+11,3871.5947,3880.0397,3844.0762,3846.5232,2015-02-27
7.74237177134e+11,3932.8695,3932.8695,3878.7774,3902.9776,2015-03-02
8.23417550717e+11,3870.0943,3925.1194,3867.3596,3916.62,2015-03-03
6.74833635319e+11,3917.5815,3917.5815,3870.5063,3873.4708,2015-03-04
7.19443862701e+11,3905.6206,3915.2346,3879.6278,3909.4318,2015-03-05
6.34629870178e+11,3870.7088,3921.6148,3866.1777,3910.0346,2015-03-06
6.39101819899e+11,3934.1506,3935.53,3821.7855,3847.5363,2015-03-09
6.35272897485e+11,3951.9327,3974.7714,3923.2898,3927.4734,2015-03-10
6.28105660718e+11,3953.2344,3980.1848,3940.0418,3955.2217,2015-03-11
7.21565885835e+11,3984.9179,3987.1457,3963.0983,3974.5134,2015-03-12
6.60798358778e+11,4029.4995,4029.5456,3995.5326,3995.859,2015-03-13
8.97148932674e+11,4148.2057,4148.221,4051.2577,4057.9063,2015-03-16
1.09802400332e+12,4209.012,4217.9801,4157.0389,4175.8392,2015-03-17
1.10308883908e+12,4301.6797,4301.6797,4209.7943,4217.4295,2015-03-18
1.08750181802e+12,4315.8887,4321.8917,4272.4554,4305.1907,2015-03-19
1.14577697737e+12,4373.4976,4380.0167,4316.5246,4324.7447,2015-03-20
1.20675164465e+12,4481.9475,4481.9479,4404.6252,4404.6252,2015-03-23
